model,landscape,replicate,cv_fold,sequence_length,data_split,pearson_r,r2,mse
cnn,k5,r7,0,100,test,0.0032431183987086665,-0.1319042444229126,0.02226782701909542
cnn,k5,r7,0,200,train,0.01869162441781301,-0.12721753120422363,0.022449023518207913
cnn,k5,r7,0,200,test,0.0012300388317021405,-0.1203376054763794,0.021923330426216126
cnn,k5,r7,0,250,train,0.02095426792704848,0.000399172306060791,0.01990126390513536
cnn,k5,r7,0,250,test,0.008331389437413517,-0.0004684925079345703,0.019650801829993726
cnn,k5,r7,0,500,train,0.021457588232115143,-0.0231095552444458,0.020371623891028198
cnn,k5,r7,0,500,test,-0.0037308518630745358,-0.020949244499206543,0.020015683211386203
cnn,k5,r2,0,10,train,0.048721034142088504,-0.12394177913665771,0.02247694487634458
cnn,k5,r2,0,10,test,-0.0015452995203251163,-0.13061904907226562,0.023088812828063965
cnn,k5,r2,0,50,train,0.015099325040519002,-0.10960471630096436,0.022185054068502626
cnn,k5,r2,0,50,test,0.009970554577102358,-0.10904335975646973,0.02263730876147747
cnn,k5,r2,0,100,train,0.01328491977763021,-0.20231235027313232,0.024042786148033644
cnn,k5,r2,0,100,test,-0.001102468387155775,-0.20067310333251953,0.024523594230413438
cnn,k5,r2,0,200,train,0.026094502574829113,-0.01332557201385498,0.020264292689594062
cnn,k5,r2,0,200,test,0.020771078192856784,-0.013912677764892578,0.020578854158520697
cnn,k5,r2,0,250,train,0.023579985403770886,-0.20298504829406738,0.02405312012981724
cnn,k5,r2,0,250,test,0.017176362257246974,-0.19970786571502686,0.024351084791123866
cnn,k5,r2,0,500,train,0.02311807412503125,-0.003638029098510742,0.020072424884986232
cnn,k5,r2,0,500,test,0.004832767108078062,-0.0038672685623168945,0.02040315642952919
gb,k0,r5,0,10,train,0.9999997596572742,0.9999990102808739,1.8061250725904184e-08
gb,k0,r5,0,10,test,0.9999997636582618,0.9999990054802415,1.846639493283655e-08
gb,k0,r5,0,50,train,0.9999997596572743,0.9999990102808739,1.8061250725903178e-08
gb,k0,r5,0,50,test,0.999999763658262,0.9999990054802415,1.8466394932835546e-08
gb,k0,r5,0,100,train,0.9999997596572742,0.9999990102808739,1.8061250725905316e-08
gb,k0,r5,0,100,test,0.999999763658262,0.9999990054802415,1.8466394932837045e-08
gb,k0,r5,0,200,train,0.9999997596572743,0.9999990102808739,1.806125072589992e-08
gb,k0,r5,0,200,test,0.9999997636582619,0.9999990054802415,1.8466394932832942e-08
gb,k0,r5,0,250,train,0.9999997596572741,0.9999990102808739,1.8061250725905114e-08
gb,k0,r5,0,250,test,0.9999997636582618,0.9999990054802415,1.8466394932837227e-08
gb,k0,r5,0,500,train,0.9999997596572743,0.9999990102808739,1.806125072587586e-08
gb,k0,r5,0,500,test,0.9999997636582618,0.9999990054802415,1.846639493280861e-08
gb,k0,r4,0,10,train,0.999999405784619,0.9999957012866807,8.936987382092459e-08
gb,k0,r4,0,10,test,0.9999994068777591,0.9999955609986431,9.279585578718525e-08
gb,k0,r4,0,50,train,0.9999994057846191,0.9999957012866807,8.936987382094755e-08
gb,k0,r4,0,50,test,0.9999994068777591,0.9999955609986431,9.279585578720817e-08
gb,k0,r4,0,100,train,0.9999994057846191,0.9999957012866807,8.93698738209149e-08
gb,k0,r4,0,100,test,0.9999994068777591,0.9999955609986431,9.279585578717641e-08
gb,k0,r4,0,200,train,0.9999994057846191,0.9999957012866807,8.936987382095581e-08
gb,k0,r4,0,200,test,0.9999994068777592,0.9999955609986431,9.279585578721713e-08
gb,k0,r4,0,250,train,0.9999994057846191,0.9999957012866807,8.936987382090251e-08
gb,k0,r4,0,250,test,0.9999994068777593,0.9999955609986431,9.279585578716194e-08
gb,k0,r4,0,500,train,0.9999994057846191,0.9999957012866807,8.936987382092043e-08
gb,k0,r4,0,500,test,0.9999994068777591,0.9999955609986431,9.279585578718313e-08
gb,k0,r7,0,10,train,0.9999995878420824,0.9999974988694108,5.7157424816836093e-08
gb,k0,r7,0,10,test,0.9999995881320835,0.999997489789221,5.6399550387255997e-08
gb,k0,r7,0,50,train,0.9999995878420824,0.9999974988694108,5.715742481683417e-08
gb,k0,r7,0,50,test,0.9999995881320836,0.999997489789221,5.639955038725269e-08
gb,k0,r7,0,100,train,0.9999995878420822,0.9999974988694108,5.715742481683268e-08
gb,k0,r7,0,100,test,0.9999995881320836,0.999997489789221,5.639955038725229e-08
gb,k0,r7,0,200,train,0.9999995878420824,0.9999974988694108,5.715742481684309e-08
gb,k0,r7,0,200,test,0.9999995881320836,0.999997489789221,5.639955038726562e-08
gb,k0,r7,0,250,train,0.9999995878420822,0.9999974988694108,5.715742481680865e-08
gb,k0,r7,0,250,test,0.9999995881320836,0.999997489789221,5.6399550387228e-08
gb,k0,r7,0,500,train,0.9999995878420824,0.9999974988694108,5.715742481684232e-08
gb,k0,r7,0,500,test,0.9999995881320836,0.999997489789221,5.6399550387263005e-08
gb,k0,r2,0,10,train,0.999999376551835,0.9999955059787288,9.629272069183247e-08
gb,k0,r2,0,10,test,0.999999374621774,0.9999954639011219,9.711414410362835e-08
gb,k0,r2,0,50,train,0.9999993765518351,0.9999955059787288,9.62927206918233e-08
gb,k0,r2,0,50,test,0.999999374621774,0.9999954639011219,9.711414410361784e-08
gb,k0,r2,0,100,train,0.9999993765518351,0.9999955059787288,9.629272069180939e-08
gb,k0,r2,0,100,test,0.999999374621774,0.9999954639011219,9.711414410360437e-08
gb,k0,r2,0,200,train,0.9999993765518351,0.9999955059787288,9.629272069176768e-08
gb,k0,r2,0,200,test,0.999999374621774,0.9999954639011219,9.711414410356273e-08
gb,k0,r2,0,250,train,0.9999993765518351,0.9999955059787288,9.629272069180348e-08
gb,k0,r2,0,250,test,0.9999993746217739,0.9999954639011219,9.711414410360069e-08
gb,k0,r2,0,500,train,0.9999993765518351,0.9999955059787288,9.629272069185689e-08
gb,k0,r2,0,500,test,0.999999374621774,0.9999954639011219,9.711414410364994e-08
gb,k1,r5,0,10,train,0.9999381017237405,0.9998761919704192,2.566991026569893e-06
gb,k1,r5,0,10,test,0.9998536489622296,0.9997069272606731,5.999455572821174e-06
gb,k1,r5,0,50,train,0.9999381017237405,0.9998761919704192,2.5669910265698935e-06
gb,k1,r5,0,50,test,0.9998535085554787,0.9997066512778834,6.005105182162319e-06
gb,k1,r5,0,100,train,0.9999381017237406,0.9998761919704192,2.5669910265698922e-06
gb,k1,r5,0,100,test,0.9998536087810054,0.9997068422482079,6.001195852416344e-06
gb,k1,r5,0,200,train,0.9999381017237405,0.9998761919704192,2.5669910265698876e-06
gb,k1,r5,0,200,test,0.9998534875983304,0.9997066114539458,6.0059204130328875e-06
gb,k1,r5,0,250,train,0.9999381017237406,0.9998761919704192,2.566991026569888e-06
gb,k1,r5,0,250,test,0.999853780762145,0.999707190128101,5.9940744464190464e-06
gb,k1,r5,0,500,train,0.9999381017237406,0.9998761919704192,2.5669910265698846e-06
gb,k1,r5,0,500,test,0.9998535510830551,0.9997067342352293,6.003406972660317e-06
gb,k1,r4,0,10,train,0.9999090961953776,0.9998181740396441,4.162330046530281e-06
gb,k1,r4,0,10,test,0.9997977977574999,0.9995940987963083,9.252456726814055e-06
gb,k1,r4,0,50,train,0.9999090961953776,0.9998181740396441,4.162330046530299e-06
gb,k1,r4,0,50,test,0.9997973653942391,0.9995932223365467,9.272435494907052e-06
gb,k1,r4,0,100,train,0.9999090961953778,0.9998181740396441,4.162330046530299e-06
gb,k1,r4,0,100,test,0.9997975140379635,0.9995935167842163,9.26572360468197e-06
gb,k1,r4,0,200,train,0.9999090961953778,0.9998181740396441,4.1623300465303035e-06
gb,k1,r4,0,200,test,0.9997977571593069,0.9995940123167465,9.254428015384237e-06
gb,k1,r4,0,250,train,0.9999090961953778,0.9998181740396441,4.162330046530299e-06
gb,k1,r4,0,250,test,0.9997977658489218,0.9995940352390593,9.253905504720077e-06
gb,k1,r4,0,500,train,0.9999090961953778,0.9998181740396441,4.162330046530285e-06
gb,k1,r4,0,500,test,0.999797486728651,0.9995934662291247,9.266876000371805e-06
gb,k1,r7,0,10,train,0.9999407003453016,0.9998813923097873,2.8845867050480325e-06
gb,k1,r7,0,10,test,0.9998619638091685,0.9997234327764974,6.650208855447543e-06
gb,k1,r7,0,50,train,0.9999407003453017,0.9998813923097873,2.8845867050480355e-06
gb,k1,r7,0,50,test,0.9998618271964126,0.9997231655201239,6.656635179868278e-06
gb,k1,r7,0,100,train,0.9999407003453014,0.9998813923097873,2.8845867050480334e-06
gb,k1,r7,0,100,test,0.9998618377475321,0.9997231941620319,6.655946469656611e-06
gb,k1,r7,0,200,train,0.9999407003453017,0.9998813923097873,2.88458670504803e-06
gb,k1,r7,0,200,test,0.9998617684978437,0.9997230576423556,6.659229159300404e-06
gb,k1,r7,0,250,train,0.9999407003453016,0.9998813923097873,2.8845867050480334e-06
gb,k1,r7,0,250,test,0.9998615058101575,0.9997225261155597,6.6720100093239994e-06
gb,k1,r7,0,500,train,0.9999407003453017,0.9998813923097873,2.884586705048034e-06
gb,k1,r7,0,500,test,0.999861506663263,0.9997225256520502,6.67202115466152e-06
gb,k1,r2,0,10,train,0.9999367968787304,0.9998735813530764,2.6733277347765453e-06
gb,k1,r2,0,10,test,0.9998481205542483,0.9996959203310954,6.417199715699547e-06
gb,k1,r2,0,50,train,0.9999367968787304,0.9998735813530764,2.6733277347765483e-06
gb,k1,r2,0,50,test,0.9998476474759679,0.9996949587187681,6.437493273554659e-06
gb,k1,r2,0,100,train,0.9999367968787303,0.9998735813530764,2.673327734776543e-06
gb,k1,r2,0,100,test,0.9998481798037665,0.9996960610158843,6.414230749080524e-06
gb,k1,r2,0,200,train,0.9999367968787303,0.9998735813530764,2.6733277347765546e-06
gb,k1,r2,0,200,test,0.9998475642678513,0.9996947915947606,6.44102020495993e-06
gb,k1,r2,0,250,train,0.9999367968787304,0.9998735813530764,2.6733277347765457e-06
gb,k1,r2,0,250,test,0.9998481699624028,0.9996960243979955,6.415003521247698e-06
gb,k1,r2,0,500,train,0.9999367968787302,0.9998735813530764,2.67332773477655e-06
gb,k1,r2,0,500,test,0.9998477316648465,0.9996951294006513,6.433891257885465e-06
gb,k2,r5,0,10,train,0.9980429146496601,0.9960496794334287,8.137840944643271e-05
gb,k2,r5,0,10,test,0.9968098844044373,0.9933598953563046,0.0001393631218477637
gb,k2,r5,0,50,train,0.9980429146496601,0.9960496794334287,8.137840944643271e-05
gb,k2,r5,0,50,test,0.9968100238010904,0.9933600493133588,0.00013935989058307132
gb,k2,r5,0,100,train,0.9980429146496603,0.9960496794334287,8.137840944643274e-05
gb,k2,r5,0,100,test,0.9968098192123545,0.9933597432101688,0.00013936631510473837
gb,k2,r5,0,200,train,0.9980429146496601,0.9960496794334287,8.137840944643275e-05
gb,k2,r5,0,200,test,0.9968098844044373,0.9933598953563046,0.0001393631218477637
gb,k2,r5,0,250,train,0.9980429146496601,0.9960496794334287,8.137840944643271e-05
gb,k2,r5,0,250,test,0.9968098844044373,0.9933598953563046,0.00013936312184776358
gb,k2,r5,0,500,train,0.9980429146496599,0.9960496794334287,8.137840944643278e-05
gb,k2,r5,0,500,test,0.9968098844044373,0.9933598953563046,0.00013936312184776375
gb,k2,r4,0,10,train,0.9987743153655512,0.9975451064699142,4.954399907574517e-05
gb,k2,r4,0,10,test,0.997985384451916,0.995891433091251,8.15400075143661e-05
gb,k2,r4,0,50,train,0.998774315365551,0.9975451064699142,4.954399907574522e-05
gb,k2,r4,0,50,test,0.9979855341656169,0.9958917854446924,8.153301458887861e-05
gb,k2,r4,0,100,train,0.9987743153655512,0.9975451064699142,4.954399907574519e-05
gb,k2,r4,0,100,test,0.9979849373063728,0.9958908509557886,8.155156077150928e-05
gb,k2,r4,0,200,train,0.9987743153655513,0.9975451064699142,4.9543999075745226e-05
gb,k2,r4,0,200,test,0.997991255891179,0.9959018767236971,8.133273965502652e-05
gb,k2,r4,0,250,train,0.9987743153655511,0.9975451064699142,4.95439990757452e-05
gb,k2,r4,0,250,test,0.9979849707426705,0.9958909602331962,8.154939201514143e-05
gb,k2,r4,0,500,train,0.998774315365551,0.9975451064699142,4.9543999075745294e-05
gb,k2,r4,0,500,test,0.9979839206702592,0.9958888636152265,8.159100220399754e-05
gb,k2,r7,0,10,train,0.9987888223728326,0.9975667876881111,4.845069264719027e-05
gb,k2,r7,0,10,test,0.9979419013678482,0.9957185716154454,8.567197068188462e-05
gb,k2,r7,0,50,train,0.9987888223728326,0.9975667876881111,4.845069264719022e-05
gb,k2,r7,0,50,test,0.9979421457055504,0.9957195552401629,8.565228821603733e-05
gb,k2,r7,0,100,train,0.9987888223728326,0.9975667876881111,4.845069264719023e-05
gb,k2,r7,0,100,test,0.9979418923091969,0.9957188211903599,8.566697665352902e-05
gb,k2,r7,0,200,train,0.9987888223728326,0.9975667876881111,4.8450692647190206e-05
gb,k2,r7,0,200,test,0.9979416199656401,0.9957183495571962,8.567641409798519e-05
gb,k2,r7,0,250,train,0.9987888223728328,0.9975667876881111,4.845069264719017e-05
gb,k2,r7,0,250,test,0.9979415691124299,0.9957181840754412,8.567972541065639e-05
gb,k2,r7,0,500,train,0.9987888223728326,0.9975667876881111,4.84506926471902e-05
gb,k2,r7,0,500,test,0.9979415899580788,0.9957185006524325,8.567339066153027e-05
gb,k2,r2,0,10,train,0.9986819488598504,0.9973573012285853,4.8178280930048374e-05
gb,k2,r2,0,10,test,0.9978118604083275,0.9954863562009924,8.16948877623936e-05
gb,k2,r2,0,50,train,0.9986819488598504,0.9973573012285853,4.81782809300484e-05
gb,k2,r2,0,50,test,0.9978123847048715,0.9954870916585613,8.168157631686827e-05
gb,k2,r2,0,100,train,0.9986819488598504,0.9973573012285853,4.817828093004836e-05
gb,k2,r2,0,100,test,0.997811331408164,0.9954856480558075,8.170770486626142e-05
gb,k2,r2,0,200,train,0.9986819488598504,0.9973573012285853,4.8178280930048374e-05
gb,k2,r2,0,200,test,0.9978118865688025,0.9954866833700512,8.168896615210952e-05
gb,k2,r2,0,250,train,0.9986819488598504,0.9973573012285853,4.8178280930048374e-05
gb,k2,r2,0,250,test,0.9978128286541574,0.9954880648872956,8.166396132203231e-05
gb,k2,r2,0,500,train,0.9986819488598503,0.9973573012285853,4.817828093004839e-05
gb,k2,r2,0,500,test,0.997812181906666,0.9954864859884877,8.169253866810647e-05
gb,k3,r5,0,10,train,0.9991780499425316,0.9983306142271319,3.317312190565925e-05
gb,k3,r5,0,10,test,0.9905826900167204,0.9777712119138717,0.0004373875449381097
gb,k3,r5,0,50,train,0.9991780499425315,0.9983306142271319,3.317312190565919e-05
gb,k3,r5,0,50,test,0.9905239034362124,0.9776605868784021,0.0004395642723640639
gb,k3,r5,0,100,train,0.9991780499425316,0.9983306142271319,3.3173121905659215e-05
gb,k3,r5,0,100,test,0.9905461784219083,0.9776949136199841,0.0004388888379153611
gb,k3,r5,0,200,train,0.9991780499425316,0.9983306142271319,3.3173121905659174e-05
gb,k3,r5,0,200,test,0.9905558937278032,0.977732058043557,0.0004381579609925268
gb,k3,r5,0,250,train,0.9991780499425316,0.9983306142271319,3.317312190565922e-05
gb,k3,r5,0,250,test,0.9905786801416483,0.9777574131955141,0.00043765905715561603
gb,k3,r5,0,500,train,0.9991780499425316,0.9983306142271319,3.317312190565921e-05
gb,k3,r5,0,500,test,0.990569466478812,0.9777292028740384,0.00043821414109471195
gb,k3,r4,0,10,train,0.9991318705714188,0.9982334700232539,3.518907279404415e-05
gb,k3,r4,0,10,test,0.9888598989476092,0.9733419027824612,0.0005171566330125465
gb,k3,r4,0,50,train,0.9991318705714188,0.9982334700232539,3.518907279404413e-05
gb,k3,r4,0,50,test,0.9889071985690373,0.9734470686017017,0.0005151164573562483
gb,k3,r4,0,100,train,0.9991318705714191,0.9982334700232539,3.518907279404413e-05
gb,k3,r4,0,100,test,0.9888805322633079,0.973381602050788,0.0005163864827736363
gb,k3,r4,0,200,train,0.9991318705714188,0.9982334700232539,3.5189072794044153e-05
gb,k3,r4,0,200,test,0.9889246493338953,0.9734279662770612,0.0005154870349639893
gb,k3,r4,0,250,train,0.9991318705714191,0.9982334700232539,3.518907279404414e-05
gb,k3,r4,0,250,test,0.9888388756284113,0.973333248469392,0.0005173245232926144
gb,k3,r4,0,500,train,0.9991318705714188,0.9982334700232539,3.518907279404411e-05
gb,k3,r4,0,500,test,0.9888863247998363,0.9734043437564784,0.0005159453026005801
gb,k3,r7,0,10,train,0.9992183779315869,0.9984158723801416,3.290672560651925e-05
gb,k3,r7,0,10,test,0.990914720482447,0.978255081488492,0.0004521150988619146
gb,k3,r7,0,50,train,0.9992183779315867,0.9984158723801416,3.2906725606519287e-05
gb,k3,r7,0,50,test,0.9909691644438713,0.9783770902143923,0.0004495783228724683
gb,k3,r7,0,100,train,0.9992183779315867,0.9984158723801416,3.290672560651927e-05
gb,k3,r7,0,100,test,0.9909123141185918,0.9782542149548374,0.0004521331156205759
gb,k3,r7,0,200,train,0.9992183779315867,0.9984158723801416,3.290672560651926e-05
gb,k3,r7,0,200,test,0.9908935490697748,0.9782162073456918,0.00045292336065907914
gb,k3,r7,0,250,train,0.9992183779315869,0.9984158723801416,3.290672560651928e-05
gb,k3,r7,0,250,test,0.9909227187506452,0.9783035094512245,0.00045110819634596074
gb,k3,r7,0,500,train,0.9992183779315866,0.9984158723801416,3.290672560651924e-05
gb,k3,r7,0,500,test,0.99087428680689,0.9782242007267814,0.0004527571642081866
gb,k3,r2,0,10,train,0.9990831024098091,0.9981340994395114,3.7588373016021635e-05
gb,k3,r2,0,10,test,0.9883397513635863,0.9727068425063122,0.0005360307567238387
gb,k3,r2,0,50,train,0.9990831024098088,0.9981340994395114,3.758837301602164e-05
gb,k3,r2,0,50,test,0.9882816678056755,0.9726249515035981,0.0005376390754448913
gb,k3,r2,0,100,train,0.9990831024098089,0.9981340994395114,3.7588373016021656e-05
gb,k3,r2,0,100,test,0.9883795163764292,0.9727413326854467,0.0005353533782700901
gb,k3,r2,0,200,train,0.9990831024098091,0.9981340994395114,3.7588373016021656e-05
gb,k3,r2,0,200,test,0.9883244170421772,0.9726386695363982,0.0005373696567268748
gb,k3,r2,0,250,train,0.9990831024098091,0.9981340994395114,3.7588373016021676e-05
gb,k3,r2,0,250,test,0.9883586054555059,0.9727228089287985,0.0005357171801972163
gb,k3,r2,0,500,train,0.9990831024098091,0.9981340994395114,3.7588373016021635e-05
gb,k3,r2,0,500,test,0.9882493124168493,0.9725370263102885,0.0005393659041533608
gb,k4,r5,0,10,train,0.9995957985274198,0.9990555082543903,1.9710042726674764e-05
gb,k4,r5,0,10,test,0.7607187079928392,0.5694605052998452,0.008892112305540783
gb,k4,r5,0,50,train,0.9995957985274198,0.9990555082543903,1.971004272667477e-05
gb,k4,r5,0,50,test,0.7615820332116814,0.570550546336222,0.008869599231984401
gb,k4,r5,0,100,train,0.9995957985274199,0.9990555082543903,1.9710042726674754e-05
gb,k4,r5,0,100,test,0.7608852659809002,0.5697519700051736,0.008886092563043785
gb,k4,r5,0,200,train,0.9995957985274199,0.9990555082543903,1.9710042726674764e-05
gb,k4,r5,0,200,test,0.7610480893230188,0.5698033077324979,0.008885032263483587
gb,k4,r5,0,250,train,0.9995957985274198,0.9990555082543903,1.971004272667475e-05
gb,k4,r5,0,250,test,0.7622245973678237,0.5714105403988956,0.008851837414818901
gb,k4,r5,0,500,train,0.9995957985274198,0.9990555082543903,1.971004272667475e-05
gb,k4,r5,0,500,test,0.7605183087456138,0.5690250519501661,0.008901105905748975
gb,k4,r4,0,10,train,0.9996518875439743,0.9991906485517745,1.5112804173004517e-05
gb,k4,r4,0,10,test,0.7971375963198442,0.6211462690018293,0.007050610456084588
gb,k4,r4,0,50,train,0.9996518875439743,0.9991906485517745,1.5112804173004534e-05
gb,k4,r4,0,50,test,0.7976148045926118,0.6217652846652607,0.0070390903417186295
gb,k4,r4,0,100,train,0.9996518875439743,0.9991906485517745,1.5112804173004517e-05
gb,k4,r4,0,100,test,0.7975072619651737,0.6216506968185467,0.007041222864653148
gb,k4,r4,0,200,train,0.9996518875439743,0.9991906485517745,1.5112804173004522e-05
gb,k4,r4,0,200,test,0.7974752925690938,0.6215947906174866,0.007042263300086412
gb,k4,r4,0,250,train,0.9996518875439743,0.9991906485517745,1.511280417300451e-05
gb,k4,r4,0,250,test,0.7970959858560517,0.6210345696829194,0.007052689222430031
gb,k4,r4,0,500,train,0.9996518875439743,0.9991906485517745,1.5112804173004538e-05
gb,k4,r4,0,500,test,0.7975109257915189,0.6217133763242257,0.007040056375472856
gb,k4,r7,0,10,train,0.9996411702962613,0.999169008789451,1.5573539071076218e-05
gb,k4,r7,0,10,test,0.796271325994726,0.6215272626665276,0.007033004133584457
gb,k4,r7,0,50,train,0.9996411702962613,0.999169008789451,1.5573539071076225e-05
gb,k4,r7,0,50,test,0.7959468335045827,0.6210574351985512,0.0070417347453258184
gb,k4,r7,0,100,train,0.9996411702962613,0.999169008789451,1.557353907107622e-05
gb,k4,r7,0,100,test,0.7961383790611596,0.6213087195927294,0.007037065230170217
gb,k4,r7,0,200,train,0.9996411702962613,0.999169008789451,1.5573539071076214e-05
gb,k4,r7,0,200,test,0.796036250492376,0.620996497360524,0.007042867128254525
gb,k4,r7,0,250,train,0.9996411702962613,0.999169008789451,1.5573539071076218e-05
gb,k4,r7,0,250,test,0.7959052336291694,0.6209512440585523,0.007043708051862571
gb,k4,r7,0,500,train,0.9996411702962613,0.999169008789451,1.5573539071076218e-05
gb,k4,r7,0,500,test,0.7959660835921776,0.6208952629994675,0.007044748324994841
gb,k4,r2,0,10,train,0.9996625189669006,0.999223930182683,1.4543131609143874e-05
gb,k4,r2,0,10,test,0.81370343077513,0.6489281652855174,0.006560681576708487
gb,k4,r2,0,50,train,0.9996625189669007,0.999223930182683,1.454313160914388e-05
gb,k4,r2,0,50,test,0.8133660467706108,0.648558236888827,0.006567594641719364
gb,k4,r2,0,100,train,0.9996625189669007,0.999223930182683,1.4543131609143893e-05
gb,k4,r2,0,100,test,0.8133459477350742,0.6484073223668381,0.0065704148683116675
gb,k4,r2,0,200,train,0.9996625189669007,0.999223930182683,1.4543131609143862e-05
gb,k4,r2,0,200,test,0.8138123305126974,0.6492530627620344,0.006554610030438656
gb,k4,r2,0,250,train,0.9996625189669007,0.999223930182683,1.4543131609143872e-05
gb,k4,r2,0,250,test,0.8131956645711751,0.6481645046229612,0.0065749525433434625
gb,k4,r2,0,500,train,0.9996625189669005,0.999223930182683,1.4543131609143893e-05
gb,k4,r2,0,500,test,0.8137406472210332,0.6489190194196199,0.006560852490772116
gb,k5,r5,0,10,train,0.01703189127747,0.00015781510922119324,0.02080125398439022
gb,k5,r5,0,10,test,0.0021160676901765146,-1.785234128393043e-05,0.020977170846028962
gb,k5,r5,0,50,train,0.01703189127747,0.00015781510922119324,0.02080125398439022
gb,k5,r5,0,50,test,0.0021160676901765146,-1.785234128393043e-05,0.020977170846028962
gb,k5,r5,0,100,train,0.01703189127747,0.00015781510922119324,0.02080125398439022
gb,k5,r5,0,100,test,0.0021160676901765146,-1.785234128393043e-05,0.020977170846028962
gb,k5,r5,0,200,train,0.01703189127747,0.00015781510922119324,0.02080125398439022
gb,k5,r5,0,200,test,0.0021160676901765146,-1.785234128393043e-05,0.020977170846028962
gb,k5,r5,0,250,train,0.01703189127747,0.00015781510922119324,0.02080125398439022
gb,k5,r5,0,250,test,0.0021160676901765146,-1.785234128393043e-05,0.020977170846028962
gb,k5,r5,0,500,train,0.01703189127747,0.00015781510922119324,0.02080125398439022
gb,k5,r5,0,500,test,0.0021160676901765146,-1.785234128393043e-05,0.020977170846028962
gb,k5,r4,0,10,train,0.019187768453428785,0.00024363535059046537,0.020280321321595147
gb,k5,r4,0,10,test,-0.007148066662827326,-0.00018434757539265156,0.01948142681461629
gb,k5,r4,0,50,train,0.019187768453428785,0.00024363535059046537,0.020280321321595147
gb,k5,r4,0,50,test,-0.007148066662827326,-0.00018434757539265156,0.01948142681461629
gb,k5,r4,0,100,train,0.019187768453428785,0.00024363535059046537,0.020280321321595147
gb,k5,r4,0,100,test,-0.007148066662827326,-0.00018434757539265156,0.01948142681461629
gb,k5,r4,0,200,train,0.019187768453428785,0.00024363535059046537,0.020280321321595147
gb,k5,r4,0,200,test,-0.007148066662827326,-0.00018434757539265156,0.01948142681461629
gb,k5,r4,0,250,train,0.019187768453428785,0.00024363535059046537,0.020280321321595147
gb,k5,r4,0,250,test,-0.007148066662827326,-0.00018434757539265156,0.01948142681461629
gb,k5,r4,0,500,train,0.019187768453428785,0.00024363535059046537,0.020280321321595147
gb,k5,r4,0,500,test,-0.007148066662827326,-0.00018434757539265156,0.01948142681461629
gb,k5,r7,0,10,train,0.026030063199425035,0.00035966729608516435,0.01990749108303937
gb,k5,r7,0,10,test,-0.008532059115823455,-0.00037211499478284615,0.019729105266969766
gb,k5,r7,0,50,train,0.026030063199425035,0.00035966729608516435,0.01990749108303937
gb,k5,r7,0,50,test,-0.008532059115823455,-0.00037211499478284615,0.019729105266969766
gb,k5,r7,0,100,train,0.026030063199425035,0.00035966729608516435,0.01990749108303937
gb,k5,r7,0,100,test,-0.008532059115823455,-0.00037211499478284615,0.019729105266969766
gb,k5,r7,0,200,train,0.026030063199425035,0.00035966729608516435,0.01990749108303937
gb,k5,r7,0,200,test,-0.008532059115823455,-0.00037211499478284615,0.019729105266969766
gb,k5,r7,0,250,train,0.026030063199425035,0.00035966729608516435,0.01990749108303937
gb,k5,r7,0,250,test,-0.008532059115823455,-0.00037211499478284615,0.019729105266969766
gb,k5,r7,0,500,train,0.026030063199425035,0.00035966729608516435,0.01990749108303937
gb,k5,r7,0,500,test,-0.008532059115823455,-0.00037211499478284615,0.019729105266969766
gb,k5,r2,0,10,train,0.02547714253881707,0.00034008739654334263,0.019986631296381577
gb,k5,r2,0,10,test,0.008453918885875211,6.306981961490266e-05,0.020583451007839842
gb,k5,r2,0,50,train,0.02547714253881707,0.00034008739654334263,0.019986631296381577
gb,k5,r2,0,50,test,0.008453918885875211,6.306981961490266e-05,0.020583451007839842
gb,k5,r2,0,100,train,0.02547714253881707,0.00034008739654334263,0.019986631296381577
gb,k5,r2,0,100,test,0.008453918885875211,6.306981961490266e-05,0.020583451007839842
gb,k5,r2,0,200,train,0.02547714253881707,0.00034008739654334263,0.019986631296381577
gb,k5,r2,0,200,test,0.008453918885875211,6.306981961490266e-05,0.020583451007839842
gb,k5,r2,0,250,train,0.02547714253881707,0.00034008739654334263,0.019986631296381577
gb,k5,r2,0,250,test,0.008453918885875211,6.306981961490266e-05,0.020583451007839842
gb,k5,r2,0,500,train,0.02547714253881707,0.00034008739654334263,0.019986631296381577
gb,k5,r2,0,500,test,0.008453918885875211,6.306981961490266e-05,0.020583451007839842
linear,k0,r5,0,10,train,0.9999999621400508,1.0,3.6327854330348897e-12
linear,k0,r5,0,10,test,0.9999999638109373,1.0,3.604697616788055e-12
linear,k0,r5,0,50,train,0.9999999478185431,1.0,2.2130984796033056e-12
linear,k0,r5,0,50,test,0.9999999645037798,1.0,2.206555988273906e-12
linear,k0,r5,0,100,train,0.99999988768407,1.0,6.371571353492925e-12
linear,k0,r5,0,100,test,0.9999999786916154,1.0,6.382490109341221e-12
linear,k0,r5,0,200,train,0.9999999623707175,1.0,1.3843371906754513e-10
linear,k0,r5,0,200,test,0.999999976678544,1.0,1.407177069312482e-10
linear,k0,r5,0,250,train,0.9999999668313635,1.0,2.263079986171686e-10
linear,k0,r5,0,250,test,1.0,1.0,2.3007852290035658e-10
linear,k0,r5,0,500,train,0.9998152785140086,0.9978341460227966,3.950608378225887e-05
linear,k0,r5,0,500,test,0.9998118115671142,0.9978283643722534,3.98423751903465e-05
linear,k0,r4,0,10,train,0.99999994747447,1.0,9.0050591252783e-12
