model,landscape,replicate,cv_fold,sequence_length,data_split,pearson_r,r2,mse
transformer,gb1,r2,0,250,train,0.0005122377536526113,-7.152557373046875e-07,0.15827878141919008
transformer,gb1,r2,0,250,test,-0.0001367885800513946,-2.9206275939941406e-05,0.14848428522631274
transformer,gb1,r2,0,500,train,3.123665786253227e-06,-0.00017344951629638672,0.1583057299702086
transformer,gb1,r2,0,500,test,-0.0019722023617751994,-0.00039696693420410156,0.1485388448177758
transformer,gb1,r3,0,10,train,0.8477779406898573,0.7178256511688232,0.044684656577296235
transformer,gb1,r3,0,10,test,0.8452396471543775,0.7133381366729736,0.04163592125599583
transformer,gb1,r3,0,50,train,0.7679546696984088,0.5620492100715637,0.06931532807966582
transformer,gb1,r3,0,50,test,0.7663172819244597,0.5567265748977661,0.06506793946027756
transformer,gb1,r3,0,100,train,0.005391934584867086,-5.233287811279297e-05,0.15825480515630835
transformer,gb1,r3,0,100,test,0.00949230640740506,-1.430511474609375e-06,0.14888523692886035
transformer,gb1,r3,0,200,train,-0.0028198158359739045,-6.80685043334961e-05,0.15828964555970368
transformer,gb1,r3,0,200,test,-0.003852912653701468,-5.0067901611328125e-06,0.14848067384150068
transformer,gb1,r3,0,250,train,-0.0005511692112402655,-1.0013580322265625e-05,0.15828011672084147
transformer,gb1,r3,0,250,test,-2.8766850001193944e-05,-9.179115295410156e-05,0.1484935634722144
transformer,gb1,r3,0,500,train,0.15531474211493454,1.1920928955078125e-07,0.15827860560618404
transformer,gb1,r3,0,500,test,0.15043742066508803,-4.565715789794922e-05,0.14848673179493113
ulstm,gb1,r0,0,10,train,0.9945504864714981,0.9889183044433594,0.0017539171788554925
ulstm,gb1,r0,0,10,test,0.9869991885412625,0.9731298685073853,0.003962499951012432
ulstm,gb1,r0,0,50,train,,-0.00015652179718017578,0.1582711852259106
ulstm,gb1,r0,0,50,test,,-0.00037026405334472656,0.14894008090098698
ulstm,gb1,r0,0,100,train,0.000980854519629093,-1.0132789611816406e-05,0.15824805569444966
ulstm,gb1,r0,0,100,test,-0.001303039627996938,-9.226799011230469e-05,0.14889880443612735
ulstm,gb1,r0,0,200,train,0.07572144075415,-1.6570091247558594e-05,0.1582813712521496
ulstm,gb1,r0,0,200,test,0.06420989417814216,-4.410743713378906e-06,0.14848059794660343
ulstm,gb1,r0,0,250,train,0.005681512221780649,-4.553794860839844e-05,0.1582860058078017
ulstm,gb1,r0,0,250,test,0.013848430942567047,1.7523765563964844e-05,0.14847732335329056
ulstm,gb1,r0,0,500,train,0.0455211716742433,-0.0007495880126953125,0.15839811781437224
ulstm,gb1,r0,0,500,test,0.04087068085461165,-0.0004837512969970703,0.14855156523191324
ulstm,gb1,r1,0,10,train,0.9939374547130622,0.9878208637237549,0.0019265492685521261
ulstm,gb1,r1,0,10,test,0.9860507594543793,0.9718053936958313,0.004165953956544399
ulstm,gb1,r1,0,50,train,0.9273198891306764,0.8586334586143494,0.02238651706526677
ulstm,gb1,r1,0,50,test,0.9206343093667697,0.8467239737510681,0.022390609917541344
ulstm,gb1,r1,0,100,train,,-1.4424324035644531e-05,0.1582487783370874
ulstm,gb1,r1,0,100,test,,-5.602836608886719e-06,0.1488858920832475
ulstm,gb1,r1,0,200,train,-0.022078762541261177,-3.445148468017578e-05,0.15828426305650392
ulstm,gb1,r1,0,200,test,-0.016779331703753453,0.0,0.14847995416592744
ulstm,gb1,r1,0,250,train,0.0991761935643912,0.009707152843475342,0.15674432957720044
ulstm,gb1,r1,0,250,test,0.10168183121108065,0.010311007499694824,0.14696567720275813
ulstm,gb1,r1,0,500,train,,-2.384185791015625e-07,0.1582786903485783
ulstm,gb1,r1,0,500,test,,-3.314018249511719e-05,0.14848486270944952
ulstm,gb1,r2,0,10,train,0.9938488047467775,0.9876887202262878,0.001946548576084658
ulstm,gb1,r2,0,10,test,0.9865070932542188,0.9728987216949463,0.003985668936123451
ulstm,gb1,r2,0,50,train,,-0.004028797149658203,0.15888488630199024
ulstm,gb1,r2,0,50,test,,-0.0035173892974853516,0.14940581892927488
ulstm,gb1,r2,0,100,train,0.0010094782260884894,0.0,0.1582464613338821
ulstm,gb1,r2,0,100,test,-0.005159081199041626,-4.112720489501953e-05,0.14889119043946267
ulstm,gb1,r2,0,200,train,0.20735307517701979,0.04193645715713501,0.1516472762848577
ulstm,gb1,r2,0,200,test,0.20801816614573754,0.04258096218109131,0.14216453417883082
ulstm,gb1,r2,0,250,train,0.0939115863072395,0.00811314582824707,0.1569953394623903
ulstm,gb1,r2,0,250,test,0.09827692141594846,0.008550822734832764,0.14721705789788295
ulstm,gb1,r2,0,500,train,-0.008537706141394985,-3.337860107421875e-06,0.15827910497020453
ulstm,gb1,r2,0,500,test,-0.004528073701643542,-6.711483001708984e-05,0.1484899219062369
ulstm,gb1,r3,0,10,train,0.9927183135164661,0.9847493767738342,0.0024130105620059064
ulstm,gb1,r3,0,10,test,0.98534941414375,0.9705941081047058,0.004388339739913742
ulstm,gb1,r3,0,50,train,0.9924843469379581,0.9849362373352051,0.0023858632422728925
ulstm,gb1,r3,0,50,test,0.9843052280098046,0.9685453176498413,0.004616434196941554
ulstm,gb1,r3,0,100,train,-0.06062129309774648,-2.849102020263672e-05,0.15825101669527528
ulstm,gb1,r3,0,100,test,-0.06027054730831183,-7.152557373046875e-07,0.1488851378361384
ulstm,gb1,r3,0,200,train,-0.002524838786413852,-2.384185791015625e-07,0.15827865938409272
ulstm,gb1,r3,0,200,test,-0.0017434744991597917,-4.684925079345703e-05,0.14848691641779269
ulstm,gb1,r3,0,250,train,0.15300762093070452,0.0160943865776062,0.15571897328855136
ulstm,gb1,r3,0,250,test,0.15227721851355033,0.014339983463287354,0.14637797376361944
ulstm,gb1,r3,0,500,train,-0.0830311344211292,-6.592273712158203e-05,0.15828930663788676
ulstm,gb1,r3,0,500,test,-0.08849831973653366,-4.410743713378906e-06,0.14848058481337661
