model,landscape,replicate,train_regime,cv_fold,test_data,pearson_r,r2,mse_loss,train_epochs
mlp,gb1,r0,M0-M3,0,M4,0.877485514,0.756320569,0.046994321,
mlp,gb1,r0,M0-M4,0,train,0.995376996,0.990773149,0.001404657,50
mlp,gb1,r0,M0-M4,0,M1,-0.060586487,-2.840641733,1.81E-05,
mlp,gb1,r0,M0-M4,0,M2,0.992135887,0.923979234,0.001041943,
mlp,gb1,r0,M0-M4,0,M3,0.989454881,0.978958982,0.001909995,
mlp,gb1,r0,M0-M4,0,M4,0.986048867,0.972043713,0.005373712,
mlp,gb1,r1,M0-M1,0,train,0.130727165,-0.695212153,3.24E-05,15
mlp,gb1,r1,M0-M1,0,M1,-0.545855912,-0.739179565,5.43E-05,
mlp,gb1,r1,M0-M1,0,M2,0.034928974,-0.000475313,0.004781384,
mlp,gb1,r1,M0-M1,0,M3,0.02413697,-0.01535809,0.059349985,
mlp,gb1,r1,M0-M1,0,M4,0.051549717,-0.03481795,0.171848013,
mlp,gb1,r1,M0-M2,0,train,0.953591471,0.79308303,0.003270068,14
mlp,gb1,r1,M0-M2,0,M1,0.0255623,-0.227350299,3.83E-05,
mlp,gb1,r1,M0-M2,0,M2,0.826283326,0.405087354,0.002843155,
mlp,gb1,r1,M0-M2,0,M3,0.595389302,0.232417117,0.044682319,
mlp,gb1,r1,M0-M2,0,M4,0.37297443,0.027482671,0.161523946,
mlp,gb1,r1,M0-M3,0,train,0.98436633,0.968934042,0.001865499,29
mlp,gb1,r1,M0-M3,0,M1,0.368117923,-1.200094332,6.87E-05,
mlp,gb1,r1,M0-M3,0,M2,0.97949041,0.852854127,0.000703227,
mlp,gb1,r1,M0-M3,0,M3,0.94303582,0.887202093,0.006331879,
mlp,gb1,r1,M0-M3,0,M4,0.864034505,0.710126088,0.04811917,
mlp,gb1,r1,M0-M4,0,train,0.994524746,0.988790621,0.001797137,40
mlp,gb1,r1,M0-M4,0,M1,0.066761127,-0.580095646,4.93E-05,
mlp,gb1,r1,M0-M4,0,M2,0.990538618,0.940267947,0.000285466,
mlp,gb1,r1,M0-M4,0,M3,0.98345613,0.967146877,0.001792929,
mlp,gb1,r1,M0-M4,0,M4,0.986096739,0.972311776,0.004589924,
mlp,gb1,r2,M0-M1,0,train,0.449195935,0.17333453,1.41E-05,19
mlp,gb1,r2,M0-M1,0,M1,-0.191720952,-1.086104398,4.73E-05,
mlp,gb1,r2,M0-M1,0,M2,-0.129357886,-0.013949191,0.020550091,
mlp,gb1,r2,M0-M1,0,M3,-0.055424108,-0.020912386,0.057614518,
mlp,gb1,r2,M0-M1,0,M4,-0.029813419,-0.040288723,0.182855153,
mlp,gb1,r2,M0-M2,0,train,0.826297692,0.681056021,0.001739558,27
mlp,gb1,r2,M0-M2,0,M1,0.254390853,-1.751766588,6.23E-05,
mlp,gb1,r2,M0-M2,0,M2,0.215384932,0.041664335,0.01942295,
mlp,gb1,r2,M0-M2,0,M3,0.568935359,0.198349649,0.045022452,
mlp,gb1,r2,M0-M2,0,M4,0.36325741,0.006195858,0.17469764,
mlp,gb1,r2,M0-M3,0,train,0.979749217,0.957963801,0.001576256,23
mlp,gb1,r2,M0-M3,0,M1,0.324507995,-5.843154386,0.00015502,
mlp,gb1,r2,M0-M3,0,M2,0.966235332,0.919193189,0.001637742,
mlp,gb1,r2,M0-M3,0,M3,0.951481065,0.888949333,0.006152946,
mlp,gb1,r2,M0-M3,0,M4,0.84258541,0.639833421,0.063203494,
mlp,gb1,r2,M0-M4,0,train,0.994721094,0.989296324,0.001689834,35
mlp,gb1,r2,M0-M4,0,M1,0.523427381,-0.027213424,2.33E-05,
mlp,gb1,r2,M0-M4,0,M2,0.997853112,0.992550171,0.000150988,
mlp,gb1,r2,M0-M4,0,M3,0.981153082,0.96221627,0.001973471,
mlp,gb1,r2,M0-M4,0,M4,0.986634795,0.973381914,0.004680009,
mlp,gb1,r3,M0-M1,0,train,0.70733155,0.364018953,9.38E-06,23
mlp,gb1,r3,M0-M1,0,M1,-0.398265078,-9.794479519,1.96E-05,
mlp,gb1,r3,M0-M1,0,M2,0.0729038,-0.020465492,0.00436034,
mlp,gb1,r3,M0-M1,0,M3,0.090294693,-0.025220382,0.08076067,
mlp,gb1,r3,M0-M1,0,M4,0.082274826,-0.043966392,0.18156971,
mlp,gb1,r3,M0-M2,0,train,0.937888829,0.877491669,0.000520702,18
mlp,gb1,r3,M0-M2,0,M1,-0.268315822,-16.19893996,3.13E-05,
mlp,gb1,r3,M0-M2,0,M2,0.626700513,0.06704555,0.003986414,
mlp,gb1,r3,M0-M2,0,M3,0.473377683,0.12373152,0.069084407,
mlp,gb1,r3,M0-M2,0,M4,0.312502553,-0.000222536,0.17396404,
mlp,gb1,r3,M0-M3,0,train,0.982264201,0.961128876,0.002317173,37
mlp,gb1,r3,M0-M3,0,M1,-0.607547984,-33.91231831,6.35E-05,
mlp,gb1,r3,M0-M3,0,M2,0.929586528,0.770090849,0.000982377,
mlp,gb1,r3,M0-M3,0,M3,0.947892322,0.897918264,0.008639478,
mlp,gb1,r3,M0-M3,0,M4,0.901851006,0.789081198,0.036569694,
mlp,gb1,r3,M0-M4,0,train,0.995441153,0.990788115,0.00144264,56
mlp,gb1,r3,M0-M4,0,M1,-0.244799692,-60.7955341,0.000112375,
mlp,gb1,r3,M0-M4,0,M2,0.982676481,0.949952326,0.000213848,
mlp,gb1,r3,M0-M4,0,M3,0.988385214,0.976228078,0.001952922,
mlp,gb1,r3,M0-M4,0,M4,0.985870439,0.971346727,0.004966317,
rf,gb1,r0,M0-M1,0,train,0.994703426,0.855979646,2.54E-06,
rf,gb1,r0,M0-M1,0,M1,0.122587156,-0.143305495,5.40E-06,
rf,gb1,r0,M0-M1,0,M2,0.222714568,1.51E-05,0.013705819,
rf,gb1,r0,M0-M1,0,M3,0.201069107,-0.016569723,0.084029419,
rf,gb1,r0,M0-M1,0,M4,0.171914643,-0.040134252,0.200537945,
rf,gb1,r0,M0-M2,0,train,0.989379897,0.872565913,0.000647399,
rf,gb1,r0,M0-M2,0,M1,0.852330737,0.499477378,2.36E-06,
rf,gb1,r0,M0-M2,0,M2,0.235019133,0.045527346,0.013082027,
rf,gb1,r0,M0-M2,0,M3,0.321178622,0.078752664,0.076150092,
rf,gb1,r0,M0-M2,0,M4,0.388105125,0.04454752,0.184211294,
rf,gb1,r0,M0-M3,0,train,0.981239717,0.926341112,0.005531174,
rf,gb1,r0,M0-M3,0,M1,0.881203375,0.609750621,1.84E-06,
rf,gb1,r0,M0-M3,0,M2,0.95767009,0.84484994,0.002126491,
rf,gb1,r0,M0-M3,0,M3,0.70219215,0.485526424,0.042526267,
rf,gb1,r0,M0-M3,0,M4,0.81121445,0.51664702,0.093190483,
rf,gb1,r0,M0-M4,0,train,0.985694878,0.962009877,0.0057973,
rf,gb1,r0,M0-M4,0,M1,0.864847198,0.593980034,1.92E-06,
rf,gb1,r0,M0-M4,0,M2,0.980634411,0.865471772,0.001843847,
rf,gb1,r0,M0-M4,0,M3,0.913356048,0.806135437,0.0160248,
rf,gb1,r0,M0-M4,0,M4,0.895046885,0.791814685,0.040138141,
rf,gb1,r1,M0-M1,0,train,0.993623327,0.8622982,2.63E-06,
rf,gb1,r1,M0-M1,0,M1,0.043784725,-0.0832046,3.38E-05,
rf,gb1,r1,M0-M1,0,M2,0.219640709,0.003718459,0.004761341,
rf,gb1,r1,M0-M1,0,M3,0.144376537,-0.019764,0.057529962,
rf,gb1,r1,M0-M1,0,M4,0.134803066,-0.040865315,0.172797294,
rf,gb1,r1,M0-M2,0,train,0.995593676,0.890344992,0.001732963,
rf,gb1,r1,M0-M2,0,M1,0.407004496,-1.512181827,7.84E-05,
rf,gb1,r1,M0-M2,0,M2,0.431448527,0.173926611,0.003947897,
rf,gb1,r1,M0-M2,0,M3,0.612461744,0.302967108,0.039323094,
rf,gb1,r1,M0-M2,0,M4,0.436673127,0.115371002,0.146860016,
rf,gb1,r1,M0-M3,0,train,0.982276501,0.942835437,0.003413791,
rf,gb1,r1,M0-M3,0,M1,0.434075663,-0.450235171,4.53E-05,
rf,gb1,r1,M0-M3,0,M2,0.906478917,0.799949183,0.000956065,
rf,gb1,r1,M0-M3,0,M3,0.783156189,0.590573433,0.02309779,
rf,gb1,r1,M0-M3,0,M4,0.764882035,0.518298724,0.07996873,
rf,gb1,r1,M0-M4,0,train,0.985255968,0.96122493,0.006168346,
rf,gb1,r1,M0-M4,0,M1,0.253290316,0.051977898,2.96E-05,
rf,gb1,r1,M0-M4,0,M2,0.952607562,0.901238463,0.000471992,
rf,gb1,r1,M0-M4,0,M3,0.909982361,0.822182531,0.010031568,
rf,gb1,r1,M0-M4,0,M4,0.891544566,0.787124232,0.035340169,
rf,gb1,r2,M0-M1,0,train,0.983756253,0.886485229,1.93E-06,
rf,gb1,r2,M0-M1,0,M1,0.274947456,-0.301103285,2.95E-05,
rf,gb1,r2,M0-M1,0,M2,-0.059623424,-0.011341325,0.020497237,
rf,gb1,r2,M0-M1,0,M3,-0.082505116,-0.023556819,0.058865297,
rf,gb1,r2,M0-M1,0,M4,-0.063517886,-0.044093516,0.183529212,
rf,gb1,r2,M0-M2,0,train,0.988023851,0.900678976,0.000541709,
rf,gb1,r2,M0-M2,0,M1,0.322874342,-5.927503068,0.000156931,
rf,gb1,r2,M0-M2,0,M2,0.151908841,0.019091132,0.019880451,
rf,gb1,r2,M0-M2,0,M3,0.623444214,0.23329829,0.044093423,
rf,gb1,r2,M0-M2,0,M4,0.437770478,0.058324906,0.165526254,
rf,gb1,r2,M0-M3,0,train,0.98248787,0.948458948,0.00194284,
rf,gb1,r2,M0-M3,0,M1,0.067014979,-3.806539262,0.000108884,
rf,gb1,r2,M0-M3,0,M2,0.99233967,0.972231275,0.000562799,
rf,gb1,r2,M0-M3,0,M3,0.840641428,0.67541387,0.018667121,
rf,gb1,r2,M0-M3,0,M4,0.742477585,0.423010891,0.101422291,
rf,gb1,r2,M0-M4,0,train,0.985469867,0.961798787,0.005996558,
rf,gb1,r2,M0-M4,0,M1,0.39478692,0.095003022,2.05E-05,
rf,gb1,r2,M0-M4,0,M2,0.996995485,0.992193727,0.000158213,
rf,gb1,r2,M0-M4,0,M3,0.926269207,0.849527026,0.008653781,
rf,gb1,r2,M0-M4,0,M4,0.891731285,0.785617339,0.037683867,
rf,gb1,r3,M0-M1,0,train,0.988413408,0.872612166,1.88E-06,
rf,gb1,r3,M0-M1,0,M1,-0.066384075,-2.537213793,6.43E-06,
rf,gb1,r3,M0-M1,0,M2,0.172036684,-0.010706702,0.004318641,
rf,gb1,r3,M0-M1,0,M3,0.127477097,-0.022675147,0.084603429,
rf,gb1,r3,M0-M1,0,M4,0.119896958,-0.040057445,0.180582547,
rf,gb1,r3,M0-M2,0,train,0.984116103,0.900563969,0.000422637,
rf,gb1,r3,M0-M2,0,M1,-0.26366792,-10.1697736,2.03E-05,
rf,gb1,r3,M0-M2,0,M2,0.593425498,0.335881586,0.002837707,
rf,gb1,r3,M0-M2,0,M3,0.4070564,0.09753506,0.074658731,
rf,gb1,r3,M0-M2,0,M4,0.296670579,0.029189329,0.168559405,
rf,gb1,r3,M0-M3,0,train,0.980841221,0.932961523,0.003979119,
rf,gb1,r3,M0-M3,0,M1,-0.221975036,-6.390565697,1.34E-05,
rf,gb1,r3,M0-M3,0,M2,0.438436749,-0.678342591,0.007171378,
rf,gb1,r3,M0-M3,0,M3,0.769169338,0.546319649,0.037531873,
rf,gb1,r3,M0-M3,0,M4,0.756820317,0.388244626,0.10621754,
rf,gb1,r3,M0-M4,0,train,0.985462247,0.961581703,0.006009999,
rf,gb1,r3,M0-M4,0,M1,-0.216872669,-10.57000433,2.10E-05,
rf,gb1,r3,M0-M4,0,M2,0.732178796,0.530925013,0.002004307,
rf,gb1,r3,M0-M4,0,M3,0.921257416,0.822321449,0.014698915,
rf,gb1,r3,M0-M4,0,M4,0.887311277,0.779425086,0.038297865,
transformer,gb1,r0,M0-M1,0,train,0.052906496,-7.580469004,0.000151193,26
transformer,gb1,r0,M0-M1,0,M1,-0.632358503,-51.80049711,0.000249467,
transformer,gb1,r0,M0-M1,0,M2,-0.032566511,-0.040587431,0.014262317,
transformer,gb1,r0,M0-M1,0,M3,-0.03186392,-0.038587664,0.090699167,
transformer,gb1,r0,M0-M1,0,M4,0.002201818,-0.057897406,0.203780102,
transformer,gb1,r0,M0-M2,0,train,0.72064037,0.518621706,0.002445528,41
transformer,gb1,r0,M0-M2,0,M1,0.226815467,-4.020610742,2.37E-05,
transformer,gb1,r0,M0-M2,0,M2,0.230101956,0.03600044,0.013212603,
transformer,gb1,r0,M0-M2,0,M3,0.348956433,0.089273489,0.079646252,
transformer,gb1,r0,M0-M2,0,M4,0.371749986,0.051172061,0.18275806,
transformer,gb1,r0,M0-M3,0,train,0.552853791,0.286446469,0.051397754,11
transformer,gb1,r0,M0-M3,0,M1,0.496965125,-308.2151498,0.001460949,
transformer,gb1,r0,M0-M3,0,M2,0.636227944,-0.141119097,0.015640207,
transformer,gb1,r0,M0-M3,0,M3,0.592637502,0.341988877,0.056510193,
transformer,gb1,r0,M0-M3,0,M4,0.51040705,0.242301083,0.145906618,
transformer,gb1,r0,M0-M4,0,train,0.89334049,0.781786663,0.033398467,57
transformer,gb1,r0,M0-M4,0,M1,-0.041829563,-39.7283431,0.000192429,
transformer,gb1,r0,M0-M4,0,M2,0.971880039,0.721899072,0.003811659,
transformer,gb1,r0,M0-M4,0,M3,0.917532006,0.838387383,0.013954699,
transformer,gb1,r0,M0-M4,0,M4,0.889160709,0.775084055,0.043220592,
transformer,gb1,r1,M0-M1,0,train,-0.269150151,-8.81651436,0.00018767,29
transformer,gb1,r1,M0-M1,0,M1,0.028529489,-6.453078645,0.000232663,
transformer,gb1,r1,M0-M1,0,M2,-0.128180325,-0.144878447,0.005471503,
transformer,gb1,r1,M0-M1,0,M3,-0.064954522,-0.052423522,0.061452302,
transformer,gb1,r1,M0-M1,0,M4,-0.077421601,-0.068274149,0.177402197,
transformer,gb1,r1,M0-M2,0,train,0.200852557,0.029739519,0.015333774,13
transformer,gb1,r1,M0-M2,0,M1,-0.125129239,-7.96212456,0.000279771,
transformer,gb1,r1,M0-M2,0,M2,0.310395905,0.079384431,0.004399725,
transformer,gb1,r1,M0-M2,0,M3,0.175633453,0.002794302,0.058284543,
transformer,gb1,r1,M0-M2,0,M4,0.223660635,-0.017902426,0.169039087,
transformer,gb1,r1,M0-M3,0,train,0.590081798,0.334321484,0.040045817,15
transformer,gb1,r1,M0-M3,0,M1,-0.090314909,-4.191382481,0.00016206,
transformer,gb1,r1,M0-M3,0,M2,0.752483843,0.451463695,0.002621517,
transformer,gb1,r1,M0-M3,0,M3,0.530504399,0.280964496,0.041639472,
transformer,gb1,r1,M0-M3,0,M4,0.517953629,0.246568742,0.125096316,
transformer,gb1,r1,M0-M4,0,train,0.878894614,0.769345167,0.036836423,36
transformer,gb1,r1,M0-M4,0,M1,-0.450179446,-7.143778553,0.000254225,
transformer,gb1,r1,M0-M4,0,M2,0.797317094,0.471497976,0.002525771,
transformer,gb1,r1,M0-M4,0,M3,0.748236887,0.553605588,0.025064776,
transformer,gb1,r1,M0-M4,0,M4,0.875242902,0.761561668,0.039587343,
transformer,gb1,r2,M0-M1,0,train,0.100224164,-8.156359282,0.000155885,44
transformer,gb1,r2,M0-M1,0,M1,0.053657537,-0.95271538,4.42E-05,
transformer,gb1,r2,M0-M1,0,M2,0.060378856,-0.007134119,0.020411968,
transformer,gb1,r2,M0-M1,0,M3,0.04012095,-0.023964922,0.05777813,
transformer,gb1,r2,M0-M1,0,M4,0.108933874,-0.041448741,0.183063244,
transformer,gb1,r2,M0-M2,0,train,0.769304408,0.539051977,0.002514065,74
transformer,gb1,r2,M0-M2,0,M1,-0.125257865,-1.004039639,4.54E-05,
transformer,gb1,r2,M0-M2,0,M2,0.058528807,-0.029406706,0.020863375,
transformer,gb1,r2,M0-M2,0,M3,0.440530998,0.166401304,0.046825579,
transformer,gb1,r2,M0-M2,0,M4,0.310226597,0.05706853,0.165764388,
transformer,gb1,r2,M0-M3,0,train,0.830867925,0.679878698,0.012043448,47
transformer,gb1,r2,M0-M3,0,M1,0.003973544,-0.080226802,2.45E-05,
transformer,gb1,r2,M0-M3,0,M2,0.958986869,0.903372172,0.001958393,
transformer,gb1,r2,M0-M3,0,M3,0.797673941,0.616902277,0.021443599,
transformer,gb1,r2,M0-M3,0,M4,0.586750125,0.227757594,0.135795696,
transformer,gb1,r2,M0-M4,0,train,0.84533054,0.7129577,0.045045391,24
transformer,gb1,r2,M0-M4,0,M1,0.23000918,-6.213252979,0.000163404,
transformer,gb1,r2,M0-M4,0,M2,0.872206508,0.749011612,0.005086876,
transformer,gb1,r2,M0-M4,0,M3,0.843871071,0.707512975,0.016213203,
transformer,gb1,r2,M0-M4,0,M4,0.84266946,0.707337841,0.051480786,
transformer,gb1,r3,M0-M1,0,train,0.042010561,-3.766558104,7.03E-05,27
transformer,gb1,r3,M0-M1,0,M1,0.133632915,-43.68749003,8.13E-05,
transformer,gb1,r3,M0-M1,0,M2,0.032953643,-0.028483342,0.004394599,
transformer,gb1,r3,M0-M1,0,M3,-0.012578874,-0.022380421,0.08062197,
transformer,gb1,r3,M0-M1,0,M4,0.030679178,-0.032630332,0.179597963,
transformer,gb1,r3,M0-M2,0,train,0.685721181,0.311495899,0.002926379,41
transformer,gb1,r3,M0-M2,0,M1,-0.743527366,-34.82513819,6.51E-05,
transformer,gb1,r3,M0-M2,0,M2,0.610933217,0.321838683,0.00289771,
transformer,gb1,r3,M0-M2,0,M3,0.357772299,0.041581301,0.075488967,
transformer,gb1,r3,M0-M2,0,M4,0.275570719,-0.0040133,0.174622839,
transformer,gb1,r3,M0-M3,0,train,0.767833045,0.580514256,0.024875823,35
transformer,gb1,r3,M0-M3,0,M1,-0.664059816,-24.38028687,4.62E-05,
transformer,gb1,r3,M0-M3,0,M2,0.469366615,0.219555512,0.003334756,
transformer,gb1,r3,M0-M3,0,M3,0.770948608,0.572901122,0.034342774,
transformer,gb1,r3,M0-M3,0,M4,0.567011715,0.320417876,0.11807287,
transformer,gb1,r3,M0-M4,0,train,0.897600431,0.784858146,0.033881599,41
transformer,gb1,r3,M0-M4,0,M1,0.552691618,-3.936402958,8.98E-06,
transformer,gb1,r3,M0-M4,0,M2,0.450176367,0.166012399,0.00356354,
transformer,gb1,r3,M0-M4,0,M3,0.893233994,0.787013775,0.017644804,
transformer,gb1,r3,M0-M4,0,M4,0.885602469,0.757871693,0.042124035,
ulstm,gb1,r0,M0-M1,0,train,0.175601845,-0.327301751,2.34E-05,23
ulstm,gb1,r0,M0-M1,0,M1,0.013921219,-3.060551228,1.92E-05,
ulstm,gb1,r0,M0-M1,0,M2,0.092595276,-0.003667146,0.013756289,
ulstm,gb1,r0,M0-M1,0,M3,0.047912571,-0.018969946,0.089152242,
ulstm,gb1,r0,M0-M1,0,M4,0.047711377,-0.041881849,0.200694092,
ulstm,gb1,r0,M0-M2,0,train,0.803338562,0.620178899,0.001929591,27
ulstm,gb1,r0,M0-M2,0,M1,0.533009907,-23.37506155,0.000115165,
ulstm,gb1,r0,M0-M2,0,M2,0.104676579,-0.043798574,0.01430633,
ulstm,gb1,r0,M0-M2,0,M3,0.19560266,0.025543332,0.085450999,
ulstm,gb1,r0,M0-M2,0,M4,0.278564635,0.024286685,0.187956483,
ulstm,gb1,r0,M0-M3,0,train,0.972666836,0.945701439,0.004085827,54
ulstm,gb1,r0,M0-M3,0,M1,0.090106929,-3.662559932,2.20E-05,
ulstm,gb1,r0,M0-M3,0,M2,0.986737092,0.922007535,0.001068967,
ulstm,gb1,r0,M0-M3,0,M3,0.949075433,0.899567003,0.008806616,
ulstm,gb1,r0,M0-M3,0,M4,0.869987521,0.699173974,0.058007839,
ulstm,gb1,r0,M0-M4,0,train,0.995701509,0.99141431,0.001306837,85
ulstm,gb1,r0,M0-M4,0,M1,0.466753158,-0.126219682,5.32E-06,
ulstm,gb1,r0,M0-M4,0,M2,0.994926414,0.949257479,0.000695478,
ulstm,gb1,r0,M0-M4,0,M3,0.990647388,0.980451872,0.001770905,
ulstm,gb1,r0,M0-M4,0,M4,0.984320968,0.968488308,0.006052579,
ulstm,gb1,r1,M0-M1,0,train,0.569697264,0.270581915,1.39E-05,28
ulstm,gb1,r1,M0-M1,0,M1,0.510755129,0.215295007,2.45E-05,
ulstm,gb1,r1,M0-M1,0,M2,0.082734023,-0.004559471,0.004800903,
ulstm,gb1,r1,M0-M1,0,M3,0.024127075,-0.021186188,0.059681065,
ulstm,gb1,r1,M0-M1,0,M4,0.006333646,-0.041539521,0.172963705,
ulstm,gb1,r1,M0-M2,0,train,0.279775218,0.059150246,0.014868976,11
ulstm,gb1,r1,M0-M2,0,M1,0.166123624,-22.79637007,0.000742853,
ulstm,gb1,r1,M0-M2,0,M2,0.359317525,0.102649109,0.004288541,
ulstm,gb1,r1,M0-M2,0,M3,0.279552945,0.036064426,0.056353378,
ulstm,gb1,r1,M0-M2,0,M4,0.319391588,0.011262268,0.164190649,
ulstm,gb1,r1,M0-M3,0,train,0.94458911,0.891820806,0.006468194,22
ulstm,gb1,r1,M0-M3,0,M1,0.289547275,-5.125058521,0.000191206,
ulstm,gb1,r1,M0-M3,0,M2,0.944106376,0.592088954,0.001949453,
ulstm,gb1,r1,M0-M3,0,M3,0.903995913,0.815692952,0.01013892,
ulstm,gb1,r1,M0-M3,0,M4,0.719710984,0.5112535,0.08125073,
ulstm,gb1,r1,M0-M4,0,train,0.995222446,0.990430624,0.00153383,65
ulstm,gb1,r1,M0-M4,0,M1,0.183371112,-0.01105005,3.16E-05,
ulstm,gb1,r1,M0-M4,0,M2,0.974557588,0.94879654,0.000244707,
ulstm,gb1,r1,M0-M4,0,M3,0.97788658,0.956180346,0.002392261,
ulstm,gb1,r1,M0-M4,0,M4,0.986966599,0.973746587,0.004351361,
ulstm,gb1,r2,M0-M1,0,train,0.164427889,-0.411255349,2.40E-05,16
ulstm,gb1,r2,M0-M1,0,M1,-0.559236838,-1.633154094,5.96E-05,
ulstm,gb1,r2,M0-M1,0,M2,-0.067029756,-0.014065961,0.02055246,
ulstm,gb1,r2,M0-M1,0,M3,-0.127770643,-0.027472739,0.057986991,
ulstm,gb1,r2,M0-M1,0,M4,-0.114082302,-0.046109945,0.183880252,
ulstm,gb1,r2,M0-M2,0,train,0.925642648,0.853919672,0.000796739,62
ulstm,gb1,r2,M0-M2,0,M1,-0.078758306,-2.251859022,7.37E-05,
ulstm,gb1,r2,M0-M2,0,M2,0.165736012,0.014005025,0.019983532,
ulstm,gb1,r2,M0-M2,0,M3,0.583445223,0.326109689,0.038345308,
ulstm,gb1,r2,M0-M2,0,M4,0.378990021,0.130278326,0.152897589,
ulstm,gb1,r2,M0-M3,0,train,0.988649638,0.977041226,0.000863442,69
ulstm,gb1,r2,M0-M3,0,M1,0.348690486,-0.142645436,2.59E-05,
ulstm,gb1,r2,M0-M3,0,M2,0.993118058,0.954462104,0.000922934,
ulstm,gb1,r2,M0-M3,0,M3,0.963289409,0.924386895,0.004177089,
ulstm,gb1,r2,M0-M3,0,M4,0.853011194,0.628968787,0.06516246,
ulstm,gb1,r2,M0-M4,0,train,0.996158796,0.992302412,0.001218242,74
ulstm,gb1,r2,M0-M4,0,M1,0.332573249,-0.577809087,3.57E-05,
ulstm,gb1,r2,M0-M4,0,M2,0.997904172,0.985820374,0.000287384,
ulstm,gb1,r2,M0-M4,0,M3,0.983915157,0.96446725,0.001925976,
ulstm,gb1,r2,M0-M4,0,M4,0.986704101,0.973359815,0.004699121,
ulstm,gb1,r3,M0-M1,0,train,0.581460136,0.154446269,1.25E-05,23
ulstm,gb1,r3,M0-M1,0,M1,-0.070400084,-14.19085857,2.76E-05,
ulstm,gb1,r3,M0-M1,0,M2,-0.037679276,-0.019274877,0.004355252,
ulstm,gb1,r3,M0-M1,0,M3,-0.032587975,-0.022528907,0.080557692,
ulstm,gb1,r3,M0-M1,0,M4,-0.053562063,-0.039056751,0.180716022,
ulstm,gb1,r3,M0-M2,0,train,0.883117386,0.737698188,0.001114873,23
ulstm,gb1,r3,M0-M2,0,M1,-0.489688179,-15.29166809,2.96E-05,
ulstm,gb1,r3,M0-M2,0,M2,0.509278106,-2.65394111,0.0156129,
ulstm,gb1,r3,M0-M2,0,M3,0.371561287,0.127394881,0.069040601,
ulstm,gb1,r3,M0-M2,0,M4,0.26190849,0.050048138,0.165198456,
ulstm,gb1,r3,M0-M3,0,train,0.983146131,0.966545004,0.00199051,64
ulstm,gb1,r3,M0-M3,0,M1,-0.135383062,-11.4535417,2.26E-05,
ulstm,gb1,r3,M0-M3,0,M2,0.914321875,0.743275249,0.001096957,
ulstm,gb1,r3,M0-M3,0,M3,0.948521527,0.898468062,0.008248998,
ulstm,gb1,r3,M0-M3,0,M4,0.84813118,0.718774882,0.04887882,
ulstm,gb1,r3,M0-M4,0,train,0.994252132,0.988183952,0.001845654,48
ulstm,gb1,r3,M0-M4,0,M1,0.601348077,-30.80416121,5.78E-05,
ulstm,gb1,r3,M0-M4,0,M2,0.964619336,0.901065856,0.000422735,
ulstm,gb1,r3,M0-M4,0,M3,0.987469481,0.973222714,0.002190027,
ulstm,gb1,r3,M0-M4,0,M4,0.98376062,0.96725281,0.005669621,
