model,landscape,replicate,train_regime,cv_fold,test_data,pearson_r,r2,mse_loss,train_epochs
gb,k2,r4,M0-M1,0,M4,0.176091997,-0.232124442,0.023865768,
gb,k2,r4,M0-M1,0,M5,0.059578999,-0.210946751,0.024855773,
gb,k2,r4,M0-M1,0,M6,-0.04298514,-0.105231999,0.021738424,
gb,k2,r4,M0-M2,0,train,0.999999892,0.999999783,3.65E-09,
gb,k2,r4,M0-M2,0,M1,0.998098867,0.984360773,0.000181808,
gb,k2,r4,M0-M2,0,M2,0.736064443,0.517434636,0.00899318,
gb,k2,r4,M0-M2,0,M3,0.809551843,0.6267123,0.00701203,
gb,k2,r4,M0-M2,0,M4,0.574450915,0.20462506,0.015406101,
gb,k2,r4,M0-M2,0,M5,0.282353124,-0.201419521,0.024660218,
gb,k2,r4,M0-M2,0,M6,0.047642974,-0.520167738,0.02989965,
gb,k2,r4,M0-M3,0,train,0.99988518,0.999769198,4.44E-06,
gb,k2,r4,M0-M3,0,M1,0.998557392,0.996451738,4.12E-05,
gb,k2,r4,M0-M3,0,M2,0.98874073,0.974281282,0.000479299,
gb,k2,r4,M0-M3,0,M3,0.936896197,0.877759974,0.00229622,
gb,k2,r4,M0-M3,0,M4,0.916771991,0.834680231,0.003202179,
gb,k2,r4,M0-M3,0,M5,0.733683911,0.483553381,0.010600532,
gb,k2,r4,M0-M3,0,M6,0.463226232,-0.014111969,0.019946215,
gb,k2,r4,M0-M4,0,train,0.99928958,0.998573295,2.83E-05,
gb,k2,r4,M0-M4,0,M1,0.99920479,0.996023426,4.62E-05,
gb,k2,r4,M0-M4,0,M2,0.997582282,0.995030255,9.26E-05,
gb,k2,r4,M0-M4,0,M3,0.996312948,0.991757031,0.00015484,
gb,k2,r4,M0-M4,0,M4,0.992422049,0.984141049,0.000307182,
gb,k2,r4,M0-M4,0,M5,0.970759481,0.940685716,0.001217479,
gb,k2,r4,M0-M4,0,M6,0.872741914,0.72115998,0.005484407,
gb,k2,r4,M0-M5,0,train,0.998915638,0.997826187,4.40E-05,
gb,k2,r4,M0-M5,0,M1,0.995541218,0.986350166,0.000158681,
gb,k2,r4,M0-M5,0,M2,0.996821708,0.993280688,0.000125222,
gb,k2,r4,M0-M5,0,M3,0.997846744,0.99551763,8.42E-05,
gb,k2,r4,M0-M5,0,M4,0.997730113,0.995342197,9.02E-05,
gb,k2,r4,M0-M5,0,M5,0.9971818,0.994146568,0.000120147,
gb,k2,r4,M0-M5,0,M6,0.987390465,0.972862918,0.00053375,
gb,k2,r4,M0-M6,0,train,0.998846537,0.997687821,4.66E-05,
gb,k2,r4,M0-M6,0,M1,0.994580963,0.982706905,0.000201035,
gb,k2,r4,M0-M6,0,M2,0.996112968,0.992195817,0.00014544,
gb,k2,r4,M0-M6,0,M3,0.997134,0.994061725,0.000111548,
gb,k2,r4,M0-M6,0,M4,0.997808455,0.995468297,8.78E-05,
gb,k2,r4,M0-M6,0,M5,0.998200796,0.996244911,7.71E-05,
gb,k2,r4,M0-M6,0,M6,0.998354968,0.996565995,6.75E-05,
gb,k2,r0,M0-M1,0,train,1,1,1.03E-31,
gb,k2,r0,M0-M1,0,M1,0.884863686,-2.661976231,0.01349574,
gb,k2,r0,M0-M1,0,M2,0.677555515,0.239291302,0.015358935,
gb,k2,r0,M0-M1,0,M3,0.316192271,-0.511828004,0.03331891,
gb,k2,r0,M0-M1,0,M4,0.095278937,-0.868831984,0.040866958,
gb,k2,r0,M0-M1,0,M5,-0.029002035,-0.987058696,0.044550111,
gb,k2,r0,M0-M1,0,M6,-0.09689602,-1.23749128,0.044331241,
gb,k2,r0,M0-M2,0,train,0.999999849,0.999999697,6.41E-09,
gb,k2,r0,M0-M2,0,M1,0.903456537,0.691302161,0.001137666,
gb,k2,r0,M0-M2,0,M2,0.778330526,0.580885571,0.008462045,
gb,k2,r0,M0-M2,0,M3,0.812081102,0.595305831,0.008918983,
gb,k2,r0,M0-M2,0,M4,0.529341243,-0.068413137,0.023363681,
gb,k2,r0,M0-M2,0,M5,0.23745897,-0.74671564,0.039161589,
gb,k2,r0,M0-M2,0,M6,0.023968391,-1.431114391,0.048167481,
gb,k2,r0,M0-M3,0,train,0.999792044,0.999580939,9.29E-06,
gb,k2,r0,M0-M3,0,M1,0.999384271,0.977140224,8.42E-05,
gb,k2,r0,M0-M3,0,M2,0.989895789,0.974546984,0.000513904,
gb,k2,r0,M0-M3,0,M3,0.951990867,0.905048986,0.002092609,
gb,k2,r0,M0-M3,0,M4,0.919249745,0.838233345,0.003537456,
gb,k2,r0,M0-M3,0,M5,0.734302888,0.501179662,0.011183616,
gb,k2,r0,M0-M3,0,M6,0.471894785,-0.00332087,0.019878719,
gb,k2,r0,M0-M4,0,train,0.999003075,0.997991441,4.49E-05,
gb,k2,r0,M0-M4,0,M1,0.990152595,0.968777807,0.000115065,
gb,k2,r0,M0-M4,0,M2,0.995752746,0.991439449,0.00017284,
gb,k2,r0,M0-M4,0,M3,0.995495708,0.989159596,0.00023891,
gb,k2,r0,M0-M4,0,M4,0.99023177,0.97951003,0.000448067,
gb,k2,r0,M0-M4,0,M5,0.963458193,0.927854408,0.001617513,
gb,k2,r0,M0-M4,0,M6,0.853934229,0.713212333,0.005682102,
gb,k2,r0,M0-M5,0,train,0.998218573,0.996418529,8.12E-05,
gb,k2,r0,M0-M5,0,M1,0.996051509,0.966687958,0.000122767,
gb,k2,r0,M0-M5,0,M2,0.995455255,0.990852885,0.000184683,
gb,k2,r0,M0-M5,0,M3,0.996170501,0.991950965,0.000177391,
gb,k2,r0,M0-M5,0,M4,0.995992522,0.991338477,0.000189407,
gb,k2,r0,M0-M5,0,M5,0.995172284,0.989803696,0.000228602,
gb,k2,r0,M0-M5,0,M6,0.977598337,0.955232229,0.00088698,
gb,k2,r0,M0-M6,0,train,0.998203472,0.996385238,7.94E-05,
gb,k2,r0,M0-M6,0,M1,0.998717764,0.949533527,0.000185988,
gb,k2,r0,M0-M6,0,M2,0.996825156,0.993573892,0.000129745,
gb,k2,r0,M0-M6,0,M3,0.996625181,0.992893954,0.000156609,
gb,k2,r0,M0-M6,0,M4,0.996663203,0.99300723,0.000152915,
gb,k2,r0,M0-M6,0,M5,0.996924532,0.99358102,0.000143914,
gb,k2,r0,M0-M6,0,M6,0.996475399,0.992646656,0.000145691,
gb,k2,r7,M0-M1,0,train,1,1,5.74E-32,
gb,k2,r7,M0-M1,0,M1,0.65565407,0.299621351,0.018997069,
gb,k2,r7,M0-M1,0,M2,0.704570796,0.270768025,0.018355229,
gb,k2,r7,M0-M1,0,M3,0.350679145,-0.525919737,0.036336664,
gb,k2,r7,M0-M1,0,M4,0.150594931,-0.826458842,0.037206949,
gb,k2,r7,M0-M1,0,M5,0.064518741,-0.752313108,0.034009339,
gb,k2,r7,M0-M1,0,M6,0.032468957,-0.546786203,0.030339099,
gb,k2,r7,M0-M2,0,train,0.999999911,0.99999982,4.15E-09,
gb,k2,r7,M0-M2,0,M1,0.943687247,0.785146588,0.005827684,
gb,k2,r7,M0-M2,0,M2,0.847307224,0.712978833,0.007224504,
gb,k2,r7,M0-M2,0,M3,0.794914384,0.582158103,0.009950052,
gb,k2,r7,M0-M2,0,M4,0.535816098,-0.026562277,0.020912188,
gb,k2,r7,M0-M2,0,M5,0.23481234,-0.645340042,0.031933179,
gb,k2,r7,M0-M2,0,M6,0.089878928,-0.850478522,0.036295806,
gb,k2,r7,M0-M3,0,train,0.999840709,0.999679036,7.19E-06,
gb,k2,r7,M0-M3,0,M1,0.998910795,0.986613155,0.000363105,
gb,k2,r7,M0-M3,0,M2,0.995121494,0.98367181,0.000410991,
gb,k2,r7,M0-M3,0,M3,0.948957172,0.899213503,0.002400025,
gb,k2,r7,M0-M3,0,M4,0.907508271,0.807089853,0.003929789,
gb,k2,r7,M0-M3,0,M5,0.721119917,0.420904844,0.011239226,
gb,k2,r7,M0-M3,0,M6,0.506787951,0.026619836,0.019092152,
gb,k2,r7,M0-M4,0,train,0.999217581,0.998426946,3.36E-05,
gb,k2,r7,M0-M4,0,M1,0.996772727,0.993502555,0.000176237,
gb,k2,r7,M0-M4,0,M2,0.997099806,0.993622056,0.000160537,
gb,k2,r7,M0-M4,0,M3,0.996839018,0.991700248,0.000197642,
gb,k2,r7,M0-M4,0,M4,0.993737934,0.986665166,0.000271645,
gb,k2,r7,M0-M4,0,M5,0.961357592,0.922832894,0.001497679,
gb,k2,r7,M0-M4,0,M6,0.863541998,0.737880768,0.00514128,
gb,k2,r7,M0-M5,0,train,0.998773737,0.997538103,4.98E-05,
gb,k2,r7,M0-M5,0,M1,0.99897307,0.997218363,7.54E-05,
gb,k2,r7,M0-M5,0,M2,0.998562314,0.996749951,8.18E-05,
gb,k2,r7,M0-M5,0,M3,0.998362616,0.996677579,7.91E-05,
gb,k2,r7,M0-M5,0,M4,0.997620474,0.994848019,0.000104951,
gb,k2,r7,M0-M5,0,M5,0.996811346,0.993199565,0.000131985,
gb,k2,r7,M0-M5,0,M6,0.986814654,0.968478449,0.000618273,
gb,k2,r7,M0-M6,0,train,0.998818887,0.997626227,4.73E-05,
gb,k2,r7,M0-M6,0,M1,0.998696424,0.993435253,0.000178062,
gb,k2,r7,M0-M6,0,M2,0.998023801,0.99592844,0.000102484,
gb,k2,r7,M0-M6,0,M3,0.998468715,0.99676009,7.72E-05,
gb,k2,r7,M0-M6,0,M4,0.998089446,0.99600926,8.13E-05,
gb,k2,r7,M0-M6,0,M5,0.997992718,0.995706016,8.33E-05,
gb,k2,r7,M0-M6,0,M6,0.997987331,0.995771989,8.29E-05,
gb,k3,r2,M0-M1,0,train,1,1,9.36E-32,
gb,k3,r2,M0-M1,0,M1,0.455322035,0.142005581,0.019993003,
gb,k3,r2,M0-M1,0,M2,0.370571186,-0.459364782,0.029555156,
gb,k3,r2,M0-M1,0,M3,0.078063683,-0.836654474,0.038929303,
gb,k3,r2,M0-M1,0,M4,-0.015311558,-0.892000462,0.039960415,
gb,k3,r2,M0-M1,0,M5,-0.011416564,-0.767360672,0.035914898,
gb,k3,r2,M0-M1,0,M6,-0.006078583,-0.762683329,0.034665731,
gb,k3,r2,M0-M2,0,train,1,1,6.85E-22,
gb,k3,r2,M0-M2,0,M1,0.990855009,0.876500438,0.002877789,
gb,k3,r2,M0-M2,0,M2,0.645943801,0.387691663,0.012400511,
gb,k3,r2,M0-M2,0,M3,0.485118782,-0.020937334,0.021639551,
gb,k3,r2,M0-M2,0,M4,0.098266059,-0.734305406,0.036629782,
gb,k3,r2,M0-M2,0,M5,-0.036546569,-1.05464619,0.041752886,
gb,k3,r2,M0-M2,0,M6,-0.021034937,-1.189795017,0.043065503,
gb,k3,r2,M0-M3,0,train,0.999999637,0.99999927,1.47E-08,
gb,k3,r2,M0-M3,0,M1,0.994148206,0.980957862,0.00044372,
gb,k3,r2,M0-M3,0,M2,0.939162287,0.841292637,0.003214152,
gb,k3,r2,M0-M3,0,M3,0.738054743,0.542816607,0.009690353,
gb,k3,r2,M0-M3,0,M4,0.645024262,0.299622712,0.014792474,
gb,k3,r2,M0-M3,0,M5,0.229703141,-0.462208108,0.02971383,
gb,k3,r2,M0-M3,0,M6,0.004044983,-0.964148956,0.038627846,
gb,k3,r2,M0-M4,0,train,0.999879758,0.999755844,4.84E-06,
gb,k3,r2,M0-M4,0,M1,0.996404183,0.968094213,0.000743469,
gb,k3,r2,M0-M4,0,M2,0.987180769,0.973797624,0.000530652,
gb,k3,r2,M0-M4,0,M3,0.969936971,0.921790712,0.001657706,
gb,k3,r2,M0-M4,0,M4,0.894462495,0.796813624,0.004291443,
gb,k3,r2,M0-M4,0,M5,0.779221189,0.584830543,0.008436743,
gb,k3,r2,M0-M4,0,M6,0.409817648,-0.078276699,0.021205879,
gb,k3,r2,M0-M5,0,train,0.999379954,0.998735371,2.51E-05,
gb,k3,r2,M0-M5,0,M1,0.997275862,0.971033223,0.000674984,
gb,k3,r2,M0-M5,0,M2,0.987542622,0.971941019,0.000568252,
gb,k3,r2,M0-M5,0,M3,0.986693915,0.967856619,0.000681304,
gb,k3,r2,M0-M5,0,M4,0.983928823,0.959299214,0.00085963,
gb,k3,r2,M0-M5,0,M5,0.969557024,0.931578975,0.001390398,
gb,k3,r2,M0-M5,0,M6,0.882964765,0.779484043,0.004336767,
gb,k3,r2,M0-M6,0,train,0.999026208,0.998019494,3.96E-05,
gb,k3,r2,M0-M6,0,M1,0.97961759,0.938491636,0.001433269,
gb,k3,r2,M0-M6,0,M2,0.987580163,0.970809163,0.000591175,
gb,k3,r2,M0-M6,0,M3,0.988226851,0.972483095,0.000583242,
gb,k3,r2,M0-M6,0,M4,0.988372673,0.971693361,0.000597857,
gb,k3,r2,M0-M6,0,M5,0.987743799,0.971890318,0.000571223,
gb,k3,r2,M0-M6,0,M6,0.988402947,0.97288188,0.000533317,
gb,k3,r4,M0-M1,0,train,1,1,6.91E-32,
gb,k3,r4,M0-M1,0,M1,0.164856771,-1.118369747,0.009360752,
gb,k3,r4,M0-M1,0,M2,0.474204071,0.115571766,0.020982126,
gb,k3,r4,M0-M1,0,M3,0.123622605,-0.794849092,0.034507148,
gb,k3,r4,M0-M1,0,M4,-0.010590047,-1.097205093,0.04424722,
gb,k3,r4,M0-M1,0,M5,-0.026257148,-1.473626486,0.047976299,
gb,k3,r4,M0-M1,0,M6,0.031271841,-1.447510446,0.049011759,
gb,k3,r4,M0-M2,0,train,1,1,1.52E-21,
gb,k3,r4,M0-M2,0,M1,0.795772427,0.55954109,0.001946321,
gb,k3,r4,M0-M2,0,M2,0.534390611,0.283318944,0.017002501,
gb,k3,r4,M0-M2,0,M3,0.489302098,0.077188932,0.017741647,
gb,k3,r4,M0-M2,0,M4,0.173039831,-0.50131435,0.031675007,
gb,k3,r4,M0-M2,0,M5,-0.024757283,-0.894138443,0.036737055,
gb,k3,r4,M0-M2,0,M6,-0.026247241,-0.947400941,0.038996992,
gb,k3,r4,M0-M3,0,train,0.999999552,0.999999098,1.79E-08,
gb,k3,r4,M0-M3,0,M1,0.920646076,0.71489919,0.001259817,
gb,k3,r4,M0-M3,0,M2,0.934870521,0.819695967,0.004277523,
gb,k3,r4,M0-M3,0,M3,0.742913118,0.546959172,0.008710006,
gb,k3,r4,M0-M3,0,M4,0.674290776,0.335655791,0.014016457,
gb,k3,r4,M0-M3,0,M5,0.254397412,-0.56675621,0.030387435,
gb,k3,r4,M0-M3,0,M6,-0.046573769,-1.279392138,0.045645165,
gb,k3,r4,M0-M4,0,train,0.999874124,0.999744486,5.02E-06,
gb,k3,r4,M0-M4,0,M1,0.989310727,0.977458983,9.96E-05,
gb,k3,r4,M0-M4,0,M2,0.991012934,0.978400349,0.000512429,
gb,k3,r4,M0-M4,0,M3,0.968807854,0.926407275,0.001414868,
gb,k3,r4,M0-M4,0,M4,0.88757683,0.784959446,0.004536965,
gb,k3,r4,M0-M4,0,M5,0.77881393,0.580462869,0.008136976,
gb,k3,r4,M0-M4,0,M6,0.390416356,-0.084147412,0.021710212,
gb,k3,r4,M0-M5,0,train,0.999396881,0.998772527,2.42E-05,
gb,k3,r4,M0-M5,0,M1,0.975642295,0.932984248,0.000296132,
gb,k3,r4,M0-M5,0,M2,0.986433926,0.96624218,0.000800869,
gb,k3,r4,M0-M5,0,M3,0.984739973,0.965530938,0.00066269,
gb,k3,r4,M0-M5,0,M4,0.984846551,0.962783646,0.000785198,
gb,k3,r4,M0-M5,0,M5,0.967851616,0.929315822,0.001370929,
gb,k3,r4,M0-M5,0,M6,0.884875955,0.782413982,0.004357192,
gb,k3,r4,M0-M6,0,train,0.999125472,0.998221028,3.52E-05,
gb,k3,r4,M0-M6,0,M1,0.982361484,0.913687698,0.000381401,
gb,k3,r4,M0-M6,0,M2,0.989410622,0.971893814,0.00066679,
gb,k3,r4,M0-M6,0,M3,0.98895261,0.973578509,0.00050797,
gb,k3,r4,M0-M6,0,M4,0.989027543,0.974076619,0.000546936,
gb,k3,r4,M0-M6,0,M5,0.987908072,0.971687572,0.000549123,
gb,k3,r4,M0-M6,0,M6,0.988539083,0.972816368,0.000544356,
gb,k3,r0,M0-M1,0,train,1,1,1.03E-31,
gb,k3,r0,M0-M1,0,M1,0.107647143,-0.003268297,0.02555625,
gb,k3,r0,M0-M1,0,M2,0.524628373,0.138913604,0.019055831,
gb,k3,r0,M0-M1,0,M3,0.169872075,-0.675007492,0.035322965,
gb,k3,r0,M0-M1,0,M4,0.059951352,-1.0299973,0.036733254,
gb,k3,r0,M0-M1,0,M5,-0.004794273,-1.067667127,0.036996403,
gb,k3,r0,M0-M1,0,M6,0.040049366,-0.893096563,0.036260923,
gb,k3,r0,M0-M2,0,train,1,1,1.42E-21,
gb,k3,r0,M0-M2,0,M1,0.906526788,0.668955474,0.008432696,
gb,k3,r0,M0-M2,0,M2,0.687873535,0.466117182,0.01181482,
gb,k3,r0,M0-M2,0,M3,0.553781867,0.170751002,0.017487404,
gb,k3,r0,M0-M2,0,M4,0.186310325,-0.47153125,0.026627686,
gb,k3,r0,M0-M2,0,M5,0.092244231,-0.477384524,0.02643458,
gb,k3,r0,M0-M2,0,M6,0.012861668,-0.442377097,0.027627711,
gb,k3,r0,M0-M3,0,train,0.999999687,0.999999372,1.28E-08,
gb,k3,r0,M0-M3,0,M1,0.957219193,0.910017949,0.002292112,
gb,k3,r0,M0-M3,0,M2,0.938237918,0.863076073,0.003030125,
gb,k3,r0,M0-M3,0,M3,0.801211999,0.640351816,0.007584348,
gb,k3,r0,M0-M3,0,M4,0.660258558,0.310216074,0.012481794,
gb,k3,r0,M0-M3,0,M5,0.24554866,-0.536606624,0.027494231,
gb,k3,r0,M0-M3,0,M6,0.037288108,-0.841200678,0.035266894,
gb,k3,r0,M0-M4,0,train,0.99987711,0.999751321,4.79E-06,
gb,k3,r0,M0-M4,0,M1,0.994173759,0.949136378,0.001295649,
gb,k3,r0,M0-M4,0,M2,0.987122129,0.972138342,0.000616578,
gb,k3,r0,M0-M4,0,M3,0.971119564,0.931762098,0.001439017,
gb,k3,r0,M0-M4,0,M4,0.901187108,0.809654304,0.003444348,
gb,k3,r0,M0-M4,0,M5,0.771142042,0.569964611,0.007694547,
gb,k3,r0,M0-M4,0,M6,0.404386146,-0.087940732,0.020838734,
gb,k3,r0,M0-M5,0,train,0.999436845,0.998854208,2.15E-05,
gb,k3,r0,M0-M5,0,M1,0.996009361,0.977079079,0.000583865,
gb,k3,r0,M0-M5,0,M2,0.987273187,0.970631871,0.000649916,
gb,k3,r0,M0-M5,0,M3,0.9877099,0.972918204,0.000571107,
gb,k3,r0,M0-M5,0,M4,0.984006139,0.962108387,0.000685657,
gb,k3,r0,M0-M5,0,M5,0.968214091,0.930983891,0.001234893,
gb,k3,r0,M0-M5,0,M6,0.889984783,0.785707355,0.004104624,
gb,k3,r0,M0-M6,0,train,0.999156395,0.998288017,3.22E-05,
gb,k3,r0,M0-M6,0,M1,0.990701585,0.951708839,0.001230121,
gb,k3,r0,M0-M6,0,M2,0.987789067,0.972555169,0.000607354,
gb,k3,r0,M0-M6,0,M3,0.988985827,0.975327263,0.000520305,
gb,k3,r0,M0-M6,0,M4,0.98865816,0.973652285,0.000476768,
gb,k3,r0,M0-M6,0,M5,0.989449072,0.975110636,0.000445341,
gb,k3,r0,M0-M6,0,M6,0.990766773,0.97801912,0.000421028,
gb,k3,r7,M0-M1,0,train,1,1,4.44E-32,
gb,k3,r7,M0-M1,0,M1,0.593349146,0.256344792,0.015473604,
gb,k3,r7,M0-M1,0,M2,0.532092382,0.024084739,0.0254291,
gb,k3,r7,M0-M1,0,M3,0.125383167,-1.413736277,0.044746644,
gb,k3,r7,M0-M1,0,M4,-0.02195122,-1.998825586,0.05859814,
gb,k3,r7,M0-M1,0,M5,-0.046970387,-1.913191262,0.062602311,
gb,k3,r7,M0-M1,0,M6,-0.043580097,-1.965393662,0.062192036,
gb,k3,r7,M0-M2,0,train,1,1,3.96E-21,
gb,k3,r7,M0-M2,0,M1,0.942805493,0.739744341,0.005415269,
gb,k3,r7,M0-M2,0,M2,0.743147686,0.52981468,0.012251463,
gb,k3,r7,M0-M2,0,M3,0.491134778,0.048274424,0.017643405,
gb,k3,r7,M0-M2,0,M4,0.1408546,-0.554349657,0.030372556,
gb,k3,r7,M0-M2,0,M5,-0.027550392,-0.736361201,0.03731311,
gb,k3,r7,M0-M2,0,M6,-0.010596608,-0.679979893,0.035233558,
gb,k3,r7,M0-M3,0,train,0.999999439,0.999998872,2.20E-08,
gb,k3,r7,M0-M3,0,M1,0.95044498,0.870002874,0.002704915,
gb,k3,r7,M0-M3,0,M2,0.931466048,0.827214212,0.004502222,
gb,k3,r7,M0-M3,0,M3,0.744094085,0.54236757,0.008483742,
gb,k3,r7,M0-M3,0,M4,0.645144574,0.299039519,0.013697022,
gb,k3,r7,M0-M3,0,M5,0.277795303,-0.327059151,0.028517513,
gb,k3,r7,M0-M3,0,M6,-0.023720413,-0.951157363,0.040920857,
gb,k3,r7,M0-M4,0,train,0.999882283,0.999761536,4.81E-06,
gb,k3,r7,M0-M4,0,M1,0.992124886,0.910868448,0.001854605,
gb,k3,r7,M0-M4,0,M2,0.98133784,0.955718418,0.001153831,
gb,k3,r7,M0-M4,0,M3,0.968177778,0.927856346,0.001337423,
gb,k3,r7,M0-M4,0,M4,0.898395176,0.804521522,0.00381972,
gb,k3,r7,M0-M4,0,M5,0.812151773,0.650783783,0.007504397,
gb,k3,r7,M0-M4,0,M6,0.481361415,0.07341278,0.01943295,
gb,k3,r7,M0-M5,0,train,0.999461516,0.998907159,2.29E-05,
gb,k3,r7,M0-M5,0,M1,0.998295404,0.976479113,0.000489411,
gb,k3,r7,M0-M5,0,M2,0.988205313,0.97194766,0.000730951,
gb,k3,r7,M0-M5,0,M3,0.986501784,0.970040848,0.000555393,
gb,k3,r7,M0-M5,0,M4,0.986162686,0.966378953,0.000656967,
gb,k3,r7,M0-M5,0,M5,0.978054673,0.948331753,0.001110312,
gb,k3,r7,M0-M5,0,M6,0.911360697,0.828583133,0.003595059,
gb,k3,r7,M0-M6,0,train,0.999183134,0.998344828,3.44E-05,
gb,k3,r7,M0-M6,0,M1,0.991993364,0.942655738,0.001193191,
gb,k3,r7,M0-M6,0,M2,0.989464871,0.972443766,0.000718024,
gb,k3,r7,M0-M6,0,M3,0.988562862,0.974771072,0.000467702,
gb,k3,r7,M0-M6,0,M4,0.99004545,0.977088644,0.000447696,
gb,k3,r7,M0-M6,0,M5,0.991195822,0.978184453,0.0004688,
gb,k3,r7,M0-M6,0,M6,0.990253843,0.976721181,0.000488218,
gb,k4,r2,M0-M1,0,train,1,1,1.21E-31,
gb,k4,r2,M0-M1,0,M1,-0.009876568,-0.176426183,0.04710815,
gb,k4,r2,M0-M1,0,M2,0.400031054,-0.094649508,0.021692568,
gb,k4,r2,M0-M1,0,M3,-0.023241796,-1.139379661,0.038361903,
gb,k4,r2,M0-M1,0,M4,0.015083039,-1.252235709,0.040236226,
gb,k4,r2,M0-M1,0,M5,0.021794793,-1.292084519,0.042931784,
gb,k4,r2,M0-M1,0,M6,0.005804589,-1.473246054,0.044118765,
gb,k4,r2,M0-M2,0,train,1,1,4.42E-28,
gb,k4,r2,M0-M2,0,M1,0.573030008,0.292932001,0.028313434,
gb,k4,r2,M0-M2,0,M2,0.35473447,0.043071591,0.018963362,
gb,k4,r2,M0-M2,0,M3,0.22384735,-0.674262121,0.030021731,
gb,k4,r2,M0-M2,0,M4,0.02916259,-1.01357301,0.035972513,
gb,k4,r2,M0-M2,0,M5,-0.015681547,-0.979557834,0.037078017,
gb,k4,r2,M0-M2,0,M6,0.000267037,-0.941016866,0.034624645,
gb,k4,r2,M0-M3,0,train,1,1,2.25E-12,
gb,k4,r2,M0-M3,0,M1,0.79090459,0.53491909,0.018623439,
gb,k4,r2,M0-M3,0,M2,0.751422538,0.534051393,0.009233661,
gb,k4,r2,M0-M3,0,M3,0.38817201,0.0779758,0.016533112,
gb,k4,r2,M0-M3,0,M4,0.350283138,-0.391612943,0.024861187,
gb,k4,r2,M0-M3,0,M5,-0.016729743,-1.171369194,0.040670731,
gb,k4,r2,M0-M3,0,M6,0.00587661,-1.172345616,0.038751181,
gb,k4,r2,M0-M4,0,train,0.999997322,0.999994379,1.05E-07,
gb,k4,r2,M0-M4,0,M1,0.930371545,0.681178394,0.012766713,
gb,k4,r2,M0-M4,0,M2,0.845086929,0.695306719,0.006038079,
gb,k4,r2,M0-M4,0,M3,0.72799016,0.522381658,0.008564328,
gb,k4,r2,M0-M4,0,M4,0.566312255,0.296825843,0.012562217,
gb,k4,r2,M0-M4,0,M5,0.385065779,-0.179290388,0.022088644,
gb,k4,r2,M0-M4,0,M6,0.025032914,-0.875489608,0.033455743,
gb,k4,r2,M0-M5,0,train,0.99988751,0.999752082,4.67E-06,
gb,k4,r2,M0-M5,0,M1,0.889646967,0.472111758,0.021138461,
gb,k4,r2,M0-M5,0,M2,0.85052662,0.713417506,0.005679179,
gb,k4,r2,M0-M5,0,M3,0.794276108,0.622511227,0.006768872,
gb,k4,r2,M0-M5,0,M4,0.790627664,0.613181521,0.006910518,
gb,k4,r2,M0-M5,0,M5,0.683521077,0.467111233,0.009981249,
gb,k4,r2,M0-M5,0,M6,0.422341599,-0.019209,0.018181063,
gb,k4,r2,M0-M6,0,train,0.999673995,0.999250047,1.41E-05,
gb,k4,r2,M0-M6,0,M1,0.899774997,0.67366036,0.013067761,
gb,k4,r2,M0-M6,0,M2,0.873441918,0.740427678,0.005143921,
gb,k4,r2,M0-M6,0,M3,0.812910095,0.649117591,0.006291785,
gb,k4,r2,M0-M6,0,M4,0.811227037,0.64597941,0.006324583,
gb,k4,r2,M0-M6,0,M5,0.816722568,0.652768372,0.006503806,
gb,k4,r2,M0-M6,0,M6,0.815393201,0.652082876,0.006206287,
gb,k4,r4,M0-M1,0,train,1,1,9.66E-32,
gb,k4,r4,M0-M1,0,M1,-0.442852593,-0.159257739,0.049357359,
gb,k4,r4,M0-M1,0,M2,0.177317215,-0.446749725,0.027773441,
gb,k4,r4,M0-M1,0,M3,-0.00576576,-0.847616848,0.040180246,
gb,k4,r4,M0-M1,0,M4,-0.055966694,-1.262432603,0.041576118,
gb,k4,r4,M0-M1,0,M5,0.024763592,-1.165242091,0.040959973,
gb,k4,r4,M0-M1,0,M6,0.053698615,-1.369929702,0.042634159,
gb,k4,r4,M0-M2,0,train,1,1,2.75E-27,
gb,k4,r4,M0-M2,0,M1,0.413949218,0.127998008,0.03712696,
gb,k4,r4,M0-M2,0,M2,0.365428422,0.012755595,0.018952258,
gb,k4,r4,M0-M2,0,M3,0.279848729,-0.529124758,0.033253977,
gb,k4,r4,M0-M2,0,M4,0.039595411,-1.279320926,0.04188647,
gb,k4,r4,M0-M2,0,M5,-0.013530814,-1.56383082,0.048500092,
gb,k4,r4,M0-M2,0,M6,-0.008166236,-1.856958192,0.051395621,
gb,k4,r4,M0-M3,0,train,1,1,1.40E-12,
gb,k4,r4,M0-M3,0,M1,0.889911568,0.755795601,0.010397415,
gb,k4,r4,M0-M3,0,M2,0.664012767,0.431269372,0.010917995,
gb,k4,r4,M0-M3,0,M3,0.521021589,0.236576412,0.016602223,
gb,k4,r4,M0-M3,0,M4,0.323500114,-0.339465069,0.024614991,
gb,k4,r4,M0-M3,0,M5,0.005324469,-0.884818545,0.035655189,
gb,k4,r4,M0-M3,0,M6,-0.032355362,-0.936647373,0.03483957,
gb,k4,r4,M0-M4,0,train,0.999996978,0.999993658,1.19E-07,
gb,k4,r4,M0-M4,0,M1,0.93446377,0.821413731,0.007603612,
gb,k4,r4,M0-M4,0,M2,0.771609868,0.585553804,0.007956177,
gb,k4,r4,M0-M4,0,M3,0.748635823,0.543613168,0.009925075,
