model,landscape,replicate,cv_fold,data_split,pearson_r,r2,mse,train_epochs
transformer,k3,r4,0,train,0.21305128571701243,0.044593722312816664,0.019012224615404482,28.0
transformer,k3,r4,0,test,0.1972138810738065,0.038586827026083514,0.018660498037934303,
transformer,k3,r0,0,train,0.22770173945833883,0.05048217705476765,0.01779200087644552,33.0
transformer,k3,r0,0,test,0.20110723056707533,0.0401992121986493,0.01819866746664047,
transformer,k3,r7,0,train,0.1487881283064413,0.02154437820901045,0.02035165117367318,33.0
transformer,k3,r7,0,test,0.13811645013839324,0.018880717006225067,0.020389802381396295,
transformer,k4,r2,0,train,0.08561998936559413,0.005813233980808685,0.018565746024250984,18.0
transformer,k4,r2,0,test,0.07716793627821403,0.004911320454701551,0.018617340922355653,
transformer,k4,r4,0,train,0.014509769631212248,-5.159958724809677e-05,0.018591128289699554,10.0
transformer,k4,r4,0,test,0.017401277466345573,-0.0018343899998820579,0.01865415945649147,
transformer,k4,r0,0,train,0.014404361000144625,-0.00042772521408318553,0.018365886454519472,9.0
transformer,k4,r0,0,test,0.008118382818376707,-0.00018852518598722057,0.018635642156004904,
transformer,k4,r7,0,train,0.00493493886990674,1.0443186737596477e-05,0.018714514021810732,11.0
transformer,k4,r7,0,test,0.02016157665921368,0.00020578247262081906,0.018500051647424697,
transformer,k5,r2,0,train,0.009855764804272733,3.706345039933279e-05,0.02000917327639304,11.0
transformer,k5,r2,0,test,-0.010569307903479932,-0.0002259518357905499,0.020414019376039504,
transformer,k5,r4,0,train,0.012612900338675641,-0.00014163415257173462,0.020367391113387912,21.0
transformer,k5,r4,0,test,-0.017537416203734557,-0.00019252052779772377,0.01955035999417305,
transformer,k5,r0,0,train,-0.0020143391964013526,-0.0011268596640878759,0.019385986814373417,12.0
transformer,k5,r0,0,test,0.013146719485638014,-0.0009764896128301448,0.019050518795847893,
transformer,k5,r7,0,train,0.011001057993681354,-0.00014478452252952856,0.01989962278228057,11.0
transformer,k5,r7,0,test,0.016113798289425406,-0.0006400938407855605,0.019686618819832802,
ulstm,k0,r2,0,train,0.9995484152292702,0.9989841500361926,2.173126373044828e-05,9.0
ulstm,k0,r2,0,test,0.9995466692281518,0.9989938326604668,2.151843327737879e-05,
ulstm,k0,r4,0,train,0.9997938553759826,0.9995408999754313,9.558920809420096e-06,11.0
ulstm,k0,r4,0,test,0.9997995736195137,0.999551225411828,9.366746417072136e-06,
ulstm,k0,r0,0,train,0.9999052543734835,0.9997750872582983,5.022220911517874e-06,12.0
ulstm,k0,r0,0,test,0.999906971532292,0.9997807071844239,5.0087602176063225e-06,
ulstm,k0,r7,0,train,0.9999560558083896,0.9998903146026421,2.500807544205791e-06,22.0
ulstm,k0,r7,0,test,0.9999556883021685,0.9998876557770275,2.5304548671556402e-06,
ulstm,k1,r2,0,train,0.9990937780209342,0.9978779215147658,4.4802841952524e-05,21.0
ulstm,k1,r2,0,test,0.9990687337606365,0.9978095326526242,4.611733384081162e-05,
ulstm,k1,r4,0,train,0.9990832065003629,0.9981533053185718,4.222191350173058e-05,25.0
ulstm,k1,r4,0,test,0.9990576246148001,0.9981065900261052,4.310799631639384e-05,
ulstm,k1,r0,0,train,0.9990131799180257,0.9977532738847751,4.4790651277014005e-05,24.0
ulstm,k1,r0,0,test,0.9990039405489253,0.9976957548105813,4.633429198293015e-05,
ulstm,k1,r7,0,train,0.9995270561714384,0.9989572700447408,2.5360543268585677e-05,29.0
ulstm,k1,r7,0,test,0.9995110618416464,0.9989175318888167,2.6129612888325936e-05,
ulstm,k2,r2,0,train,0.9976231480862618,0.9952398445510723,8.683206933231926e-05,66.0
ulstm,k2,r2,0,test,0.9968571473938505,0.9937137345220759,0.00011463306727819145,
ulstm,k2,r4,0,train,0.9973185185963881,0.9942063388386333,0.00011744576209151234,40.0
ulstm,k2,r4,0,test,0.9966655769273546,0.9929105562376797,0.00014135207748040558,
ulstm,k2,r0,0,train,0.9966078643503278,0.9929699608973463,0.0001546244541379182,41.0
ulstm,k2,r0,0,test,0.9951913956322379,0.9901350516505845,0.00021482981683220714,
ulstm,k2,r7,0,train,0.9977121655389631,0.9953829718760222,9.193990875868813e-05,64.0
ulstm,k2,r7,0,test,0.9967363947852947,0.9934329303997627,0.0001306839258177206,
ulstm,k3,r2,0,train,0.9780197817331036,0.9559892953775152,0.0008860421397625224,89.0
ulstm,k3,r2,0,test,0.9155815525072505,0.837391527923921,0.0031786598730832337,
ulstm,k3,r4,0,train,0.9753293073451046,0.9507141988290528,0.000994812301972783,72.0
ulstm,k3,r4,0,test,0.899152813622192,0.8081334980221309,0.0037233333569020033,
ulstm,k3,r0,0,train,0.9803743674371006,0.9606324067597541,0.0007433767467247028,73.0
ulstm,k3,r0,0,test,0.9314641277362334,0.8666664185716799,0.002540924958884716,
ulstm,k3,r7,0,train,0.9700661001213015,0.9408045130347119,0.00124360572571229,100.0
ulstm,k3,r7,0,test,0.8653414380232978,0.7484473988596363,0.005229344684630632,
ulstm,k4,r2,0,train,0.5195306530172014,0.2679337857176942,0.013670925786228557,35.0
ulstm,k4,r2,0,test,0.2717608050734134,0.03648621993703394,0.017975561693310736,
ulstm,k4,r4,0,train,0.8075527194085027,0.6491883183596265,0.0065718913744939,44.0
ulstm,k4,r4,0,test,0.4526556248275349,0.11304186175932196,0.016579269990324975,
ulstm,k4,r0,0,train,0.08902084210622423,0.006096663082254872,0.01824331322782918,23.0
ulstm,k4,r0,0,test,0.07857761467109083,0.0055381273759441685,0.018536005541682242,
ulstm,k4,r7,0,train,0.016990110777203846,-7.461162649202713e-05,0.018717222994095402,11.0
ulstm,k4,r7,0,test,0.004566301397189371,-0.0008089281573209206,0.018516088277101515,
ulstm,k5,r2,0,train,0.02462575818364942,0.0005235702647894414,0.020002515398358043,19.0
ulstm,k5,r2,0,test,0.007643171752001824,-0.0005850859568097277,0.020422235876321793,
ulstm,k5,r4,0,train,0.013567565585404732,-0.0009261674271394682,0.02038659772982723,14.0
ulstm,k5,r4,0,test,-0.022132000710985155,-0.0041920890956752555,0.01963360160589218,
ulstm,k5,r0,0,train,0.013040475460060328,-0.0004139237976186205,0.01935649261270699,19.0
ulstm,k5,r0,0,test,0.002649554016917246,-0.0010968060332992025,0.019046219065785408,
ulstm,k5,r7,0,train,0.010810895787322573,-0.0006447759153045407,0.019909818607725595,14.0
ulstm,k5,r7,0,test,0.015385698823436971,-0.0012730822285342835,0.019698283821344375,
