model,landscape,replicate,density,cv_fold,data_split,pearson_r,r2,mse,train_epochs
cnn,k1,r2,0.8,0,train,0.9992509651751695,0.9984914888970219,3.2035142188154474e-05,21.0
cnn,k1,r2,0.8,0,test,0.9991834804140122,0.9983536279466559,3.464456603978761e-05,
cnn,k1,r2,0.6,0,train,0.9990163970194262,0.9978051882596172,4.63336843743243e-05,19.0
cnn,k1,r2,0.6,0,test,0.9988645575274907,0.9975157917763938,5.258267192402855e-05,
cnn,k1,r2,0.4,0,train,0.9991098006167759,0.9980095149688428,4.238053270455566e-05,33.0
cnn,k1,r2,0.4,0,test,0.9989055678750769,0.9975641367352368,5.1228774827905e-05,
cnn,k1,r2,0.2,0,train,0.9985131701813863,0.9970045774665167,6.230620238056872e-05,38.0
cnn,k1,r2,0.2,0,test,0.9979068231327424,0.9957947336831466,8.873855549609288e-05,
cnn,k1,r4,1.0,0,train,0.9988476378380593,0.9973863987398129,5.964899863006155e-05,32.0
cnn,k1,r4,1.0,0,test,0.9985343255367751,0.9967306850116622,7.492721197195351e-05,
cnn,k1,r4,0.8,0,train,0.9985726495466342,0.9968814990774452,7.150003172379608e-05,36.0
cnn,k1,r4,0.8,0,test,0.9981629674847109,0.9960522447227866,9.01083360076882e-05,
cnn,k1,r4,0.6,0,train,0.9983041768651587,0.9964747706593611,8.094578780318525e-05,38.0
cnn,k1,r4,0.6,0,test,0.9976429770071523,0.9952272716771637,0.00010887515090871603,
cnn,k1,r4,0.4,0,train,0.9974487399666079,0.9947920588757909,0.0001184791217383463,30.0
cnn,k1,r4,0.4,0,test,0.9960605626972435,0.9920959687608542,0.00017973306239582598,
cnn,k1,r4,0.2,0,train,0.9959243660006565,0.9918392701668066,0.00018359166278969496,39.0
cnn,k1,r4,0.2,0,test,0.9925036041526268,0.9847903172377166,0.0003484935441520065,
cnn,k1,r0,1.0,0,train,0.9990077889282077,0.9978945653732185,4.218841997116167e-05,36.0
cnn,k1,r0,1.0,0,test,0.9987300172289677,0.997325078611634,5.4111357167130335e-05,
cnn,k1,r0,0.8,0,train,0.9987488998827906,0.9974565810252776,5.101962475843417e-05,35.0
cnn,k1,r0,0.8,0,test,0.9984565713386526,0.9968461317167635,6.411972281057387e-05,
cnn,k1,r0,0.6,0,train,0.997655034055618,0.995313992400031,9.497041835195638e-05,21.0
cnn,k1,r0,0.6,0,test,0.9969177928763869,0.993837958755427,0.0001248508255230263,
cnn,k1,r0,0.4,0,train,0.9982398474802643,0.9963831648368864,7.288812957995106e-05,50.0
cnn,k1,r0,0.4,0,test,0.9974908661706057,0.9947796783589299,0.00010572074825176969,
cnn,k1,r0,0.2,0,train,0.9969692348872315,0.9938324021321421,0.00012202375364722684,44.0
cnn,k1,r0,0.2,0,test,0.9937019014687303,0.9874061404103959,0.00025476624141447247,
cnn,k1,r7,1.0,0,train,0.9993829831089811,0.9986665409707258,3.271019733419005e-05,17.0
cnn,k1,r7,1.0,0,test,0.9993061041911228,0.998526579914458,3.5577278322307396e-05,
cnn,k1,r7,0.8,0,train,0.9995461144120921,0.9990332290630889,2.3761347013836105e-05,29.0
cnn,k1,r7,0.8,0,test,0.9994915822041769,0.998925997827106,2.598039427539334e-05,
cnn,k1,r7,0.6,0,train,0.9993924714825797,0.9987194962851881,3.1216720427354716e-05,31.0
cnn,k1,r7,0.6,0,test,0.9993448001618113,0.9986177778622221,3.3157298457808795e-05,
cnn,k1,r7,0.4,0,train,0.9989959980824,0.997968620136315,4.936402137900586e-05,31.0
cnn,k1,r7,0.4,0,test,0.9988123328250819,0.9976136156126124,5.7878006919054316e-05,
cnn,k1,r7,0.2,0,train,0.9986330345215031,0.9970223036527088,7.039879164949525e-05,38.0
cnn,k1,r7,0.2,0,test,0.9979887119222677,0.9957753907172694,0.00010217834496870637,
cnn,k2,r2,1.0,0,train,0.9904048606076606,0.9809008864095298,0.00034766271710395813,32.0
cnn,k2,r2,1.0,0,test,0.9831802009391042,0.9663330642494143,0.0006090341485105455,
cnn,k2,r2,0.8,0,train,0.9911000072489698,0.9821912300834927,0.00032436458859592677,48.0
cnn,k2,r2,0.8,0,test,0.9819631778880609,0.9636103946983587,0.0006605258793570101,
cnn,k2,r2,0.6,0,train,0.989365795245707,0.9788133855665758,0.000387368625855412,44.0
cnn,k2,r2,0.6,0,test,0.9736931688996129,0.9476457609878844,0.0009570286842063069,
cnn,k2,r2,0.4,0,train,0.9879593888295108,0.9758105238104979,0.00044150683970656246,66.0
cnn,k2,r2,0.4,0,test,0.9566658138905082,0.9127618305614078,0.0015735296998172998,
cnn,k2,r2,0.2,0,train,0.967549582789179,0.9338868414363389,0.001199923368403688,42.0
cnn,k2,r2,0.2,0,test,0.8579751208942874,0.7330019891808229,0.004831800702959299,
cnn,k2,r4,1.0,0,train,0.9937462074936559,0.9860996967195703,0.00028298509699341496,38.0
cnn,k2,r4,1.0,0,test,0.9881268648483368,0.9745822946148082,0.0005038910428993403,
cnn,k2,r4,0.8,0,train,0.9950082903852229,0.9899760424464713,0.00020445535871355485,70.0
cnn,k2,r4,0.8,0,test,0.9882183889085461,0.9760847721431821,0.0004758628085255623,
cnn,k2,r4,0.6,0,train,0.9932257170867127,0.9864874141186881,0.000278387372170321,61.0
cnn,k2,r4,0.6,0,test,0.982568495144907,0.9651537029832713,0.0006892382632941007,
cnn,k2,r4,0.4,0,train,0.9905084712848102,0.9810162561645857,0.0003848151318379678,51.0
cnn,k2,r4,0.4,0,test,0.9696001074013353,0.9390151311581802,0.0012110673822462558,
cnn,k2,r4,0.2,0,train,0.9773020125552926,0.9542057223998318,0.0009331838809885085,56.0
cnn,k2,r4,0.2,0,test,0.9089892283588835,0.8249895369951998,0.0034573994576931,
cnn,k2,r0,1.0,0,train,0.9936209847854157,0.9862732791495202,0.00030214511207304895,37.0
cnn,k2,r0,1.0,0,test,0.9871037280019539,0.9736352899451954,0.0005744966329075396,
cnn,k2,r0,0.8,0,train,0.9929904459079361,0.9858407059824604,0.0003131343866698444,56.0
cnn,k2,r0,0.8,0,test,0.9809343881978633,0.9615944109681015,0.0008382162195630372,
cnn,k2,r0,0.6,0,train,0.990579824743788,0.9811332192919571,0.0004211786409458992,39.0
cnn,k2,r0,0.6,0,test,0.9754890875915733,0.9509118876760119,0.00106545549351722,
cnn,k2,r0,0.4,0,train,0.9868724487010061,0.9725493708369733,0.000617426419921685,37.0
cnn,k2,r0,0.4,0,test,0.962118577771208,0.9238843387201188,0.001653796504251659,
cnn,k2,r0,0.2,0,train,0.974410055795551,0.94913065340273,0.0011439520749263465,32.0
cnn,k2,r0,0.2,0,test,0.9117527775945243,0.8304285921299918,0.003680581273511052,
cnn,k2,r7,1.0,0,train,0.9952331923917995,0.9903674820028877,0.00019010165047611256,41.0
cnn,k2,r7,1.0,0,test,0.9915866425638233,0.982975098777288,0.00033981427550315856,
cnn,k2,r7,0.8,0,train,0.993807520444076,0.987581234826906,0.0002430235578988989,35.0
cnn,k2,r7,0.8,0,test,0.9890598170321137,0.9781416354437575,0.00043665390694513917,
cnn,k2,r7,0.6,0,train,0.9931492390408647,0.9861016439076461,0.00027090366347692907,43.0
cnn,k2,r7,0.6,0,test,0.9860613641739749,0.972211581183865,0.0005537007236853242,
cnn,k2,r7,0.4,0,train,0.9917684451870951,0.9834705058023138,0.0003222856394131668,55.0
cnn,k2,r7,0.4,0,test,0.9785773292681974,0.9564132369088467,0.0008721811813302338,
cnn,k2,r7,0.2,0,train,0.9824361221006713,0.9650309653673367,0.0006683720712317154,43.0
cnn,k2,r7,0.2,0,test,0.9416358978761155,0.8850068236443873,0.0023060323670506476,
cnn,k3,r2,1.0,0,train,0.970837579170744,0.94233757232216,0.0011644675580196474,47.0
cnn,k3,r2,1.0,0,test,0.8317874090079563,0.6905030014042584,0.006076277233660221,
cnn,k3,r2,0.8,0,train,0.9652897718739487,0.931653914724686,0.001384560678464671,51.0
cnn,k3,r2,0.8,0,test,0.8063851978426199,0.6492878365261774,0.006871571019291878,
cnn,k3,r2,0.6,0,train,0.960558752679236,0.9219188485324312,0.0015856705351986668,67.0
cnn,k3,r2,0.6,0,test,0.7558948412910549,0.5659784686164937,0.00854175016283989,
cnn,k3,r2,0.4,0,train,0.9496022394649456,0.901636500422327,0.0020310940744820982,67.0
cnn,k3,r2,0.4,0,test,0.6781683141173279,0.45069049131320005,0.010819760710000991,
cnn,k3,r2,0.2,0,train,0.9203122587453472,0.8455506619592404,0.0031715878867544234,58.0
cnn,k3,r2,0.2,0,test,0.5128636165674256,0.2034555882368846,0.01566921565681696,
cnn,k3,r4,1.0,0,train,0.9731190346129598,0.9449329925245057,0.0011049553684547152,74.0
cnn,k3,r4,1.0,0,test,0.8087158886064257,0.65270034739332,0.0066984291188418865,
cnn,k3,r4,0.8,0,train,0.9596124362530777,0.9208471165142238,0.0015639116133873662,49.0
cnn,k3,r4,0.8,0,test,0.7460108394576993,0.5527324592491063,0.008671015687286853,
cnn,k3,r4,0.6,0,train,0.9550147814289718,0.9119138704472958,0.0017324388662183826,76.0
cnn,k3,r4,0.6,0,test,0.7045859910049079,0.48887034590208156,0.009894339367747307,
cnn,k3,r4,0.4,0,train,0.9418373239057568,0.8858287585163739,0.0022529236739501357,72.0
cnn,k3,r4,0.4,0,test,0.6126583939136044,0.34831252314319716,0.01263362541794777,
cnn,k3,r4,0.2,0,train,0.9112563593489984,0.827032397672772,0.0034014121047221124,58.0
cnn,k3,r4,0.2,0,test,0.47938907184173246,0.14847210506778474,0.01649632453918457,
cnn,k3,r0,1.0,0,train,0.966174704561196,0.9332489291224912,0.0012502047772470274,37.0
cnn,k3,r0,1.0,0,test,0.8414245164775864,0.7072467527320941,0.005605964735150337,
cnn,k3,r0,0.8,0,train,0.9680064119133432,0.936820930853612,0.001168774658193191,56.0
cnn,k3,r0,0.8,0,test,0.8263703891923639,0.6827584203913237,0.006075538974255323,
cnn,k3,r0,0.6,0,train,0.9577876068392823,0.9170833088278115,0.0015233212827958844,50.0
cnn,k3,r0,0.6,0,test,0.7783710509657055,0.604268857578721,0.007513417582958937,
cnn,k3,r0,0.4,0,train,0.9456820587096517,0.8923326222698901,0.0019544703245628625,48.0
cnn,k3,r0,0.4,0,test,0.7012945152400903,0.48059604691175384,0.00990588404238224,
cnn,k3,r0,0.2,0,train,0.9261774475125034,0.8567398439592394,0.0026103033451363444,66.0
cnn,k3,r0,0.2,0,test,0.5689299614698242,0.296459490703343,0.013323009200394153,
cnn,k3,r7,1.0,0,train,0.9795828272426492,0.9593625843431124,0.0008286160576206289,54.0
cnn,k3,r7,1.0,0,test,0.9085103699524829,0.823677462203437,0.0036558765918016435,
cnn,k3,r7,0.8,0,train,0.976916445444388,0.9509464535745551,0.0010053525174347063,60.0
cnn,k3,r7,0.8,0,test,0.8883490829683462,0.7869740250715572,0.004441112093627453,
cnn,k3,r7,0.6,0,train,0.9680423432590811,0.9366023629639099,0.0012973964912816882,48.0
cnn,k3,r7,0.6,0,test,0.8462392853865601,0.7156612615713975,0.005898753460496664,
cnn,k3,r7,0.4,0,train,0.957007576588435,0.9118689218004065,0.0017984763398999348,42.0
cnn,k3,r7,0.4,0,test,0.7931622795169079,0.6230240743477898,0.007818961050361395,
cnn,k3,r7,0.2,0,train,0.9371765489351239,0.8745584442465721,0.0025052594719454646,48.0
cnn,k3,r7,0.2,0,test,0.6512856369513069,0.4069297340178727,0.012292708456516265,
cnn,k4,r2,1.0,0,train,0.9042808045158701,0.81100555631261,0.003527782575570439,59.0
cnn,k4,r2,1.0,0,test,0.40285696605791876,-0.0734648337377728,0.020163358375430106,
cnn,k4,r2,0.8,0,train,0.8927445886423295,0.7919562311803923,0.0038789219067742425,47.0
cnn,k4,r2,0.8,0,test,0.3677886882902036,-0.09480530475271531,0.020512316003441812,
cnn,k4,r2,0.6,0,train,0.8685813024866894,0.751988187923127,0.00461444974114949,44.0
cnn,k4,r2,0.6,0,test,0.31634747088488785,-0.1656137795782815,0.021813950315117837,
cnn,k4,r2,0.4,0,train,0.8264640189142389,0.6792406730067359,0.005984909075777978,35.0
cnn,k4,r2,0.4,0,test,0.26704840233155,-0.2019480444939703,0.022507645189762115,
cnn,k4,r2,0.2,0,train,0.5169076215549706,0.250312419041801,0.014248647028580308,20.0
cnn,k4,r2,0.2,0,test,0.12733736939028015,-0.06479101449897429,0.019918812811374663,
cnn,k4,r4,1.0,0,train,0.8866427041416037,0.783051787987988,0.0040234804496561225,54.0
cnn,k4,r4,1.0,0,test,0.30830503584820995,-0.22765762649539223,0.02276700958609581,
cnn,k4,r4,0.8,0,train,0.8940753462840624,0.796827182075446,0.0037705973722040654,62.0
cnn,k4,r4,0.8,0,test,0.30012513426589804,-0.24199539711277507,0.023104028031229972,
cnn,k4,r4,0.6,0,train,0.6932550040404826,0.47908122086586724,0.009596299718726765,22.0
cnn,k4,r4,0.6,0,test,0.2187656119706169,-0.09377600821843246,0.02040095217525959,
cnn,k4,r4,0.4,0,train,0.587398544050938,0.3412703928160087,0.01233242021407932,22.0
cnn,k4,r4,0.4,0,test,0.19011415825383637,-0.07363233418176618,0.020034926757216454,
cnn,k4,r4,0.2,0,train,0.254426519758678,0.058110883448671324,0.017269900999963284,11.0
cnn,k4,r4,0.2,0,test,0.06677829281211221,-0.017998760760141952,0.018963874503970145,
cnn,k4,r0,1.0,0,train,0.9125788068205783,0.8291230994577454,0.0031391857682090056,50.0
cnn,k4,r0,1.0,0,test,0.31113719430901604,-0.20104639299192906,0.022322312742471696,
cnn,k4,r0,0.8,0,train,0.8266660885298909,0.6821938935529024,0.005811096852024396,32.0
cnn,k4,r0,0.8,0,test,0.26353835049443125,-0.17723488665797849,0.021956126764416696,
cnn,k4,r0,0.6,0,train,0.8372577496123534,0.6984843986707945,0.005534319207072258,38.0
cnn,k4,r0,0.6,0,test,0.23963263483909594,-0.24829582084880153,0.023135395720601082,
cnn,k4,r0,0.4,0,train,0.7207065207053988,0.5153045565010086,0.00883806508500129,26.0
cnn,k4,r0,0.4,0,test,0.18582075545398163,-0.16972843500705626,0.021812476217746735,
cnn,k4,r0,0.2,0,train,0.3487166937026867,0.11277320386928769,0.016181872691959143,15.0
cnn,k4,r0,0.2,0,test,0.0789886525782253,-0.027661629744612615,0.019145005941390993,
cnn,k4,r7,1.0,0,train,0.9144481740201205,0.8273965026306923,0.0033017688087726895,53.0
cnn,k4,r7,1.0,0,test,0.33803242299471514,-0.15789999891667428,0.021445882320404053,
cnn,k4,r7,0.8,0,train,0.8751153119472422,0.7615481807868311,0.0045286679329971475,38.0
cnn,k4,r7,0.8,0,test,0.3120034091360643,-0.18061197225877157,0.02190037667751312,
cnn,k4,r7,0.6,0,train,0.8211049388138578,0.671456850676573,0.006284082477742975,32.0
cnn,k4,r7,0.6,0,test,0.2750688483618686,-0.18376644057039915,0.021944386512041093,
cnn,k4,r7,0.4,0,train,0.563043763649836,0.3112153619719584,0.013297491590492427,21.0
cnn,k4,r7,0.4,0,test,0.1881700804305298,-0.05967315309769061,0.019649771973490715,
cnn,k4,r7,0.2,0,train,0.39866947907642836,0.15490668319447176,0.01583319087512791,17.0
cnn,k4,r7,0.2,0,test,0.09890546635055704,-0.03946803827572465,0.019292331859469415,
cnn,k5,r2,1.0,0,train,0.7223015062332838,0.5198496390640659,0.00963499343120738,37.0
cnn,k5,r2,1.0,0,test,0.011502681703476106,-0.4786182183109229,0.03016473576426506,
cnn,k5,r2,0.8,0,train,0.30026509811967644,0.08591528171285001,0.01828650919099649,14.0
cnn,k5,r2,0.8,0,test,0.011282764658385755,-0.046243665275684576,0.021348897740244864,
cnn,k5,r2,0.6,0,train,0.11991647847704301,0.011374657685014333,0.01975503055886789,9.0
cnn,k5,r2,0.6,0,test,0.0038548102588134474,-0.01659987727494472,0.02074136324226856,
cnn,k5,r2,0.4,0,train,0.29581140992922406,0.07164444534299397,0.0182020072825253,13.0
cnn,k5,r2,0.4,0,test,0.006467383179834866,-0.045805402492084424,0.02134643606841564,
cnn,k5,r2,0.2,0,train,0.14451637726659142,0.019031925500381797,0.019187424331903458,9.0
cnn,k5,r2,0.2,0,test,0.00313722545585036,-0.027567182877009433,0.020982251688838004,
cnn,k5,r4,1.0,0,train,0.7007022316566264,0.48277908529403635,0.01048174745550281,38.0
cnn,k5,r4,1.0,0,test,0.021092890769404203,-0.48126496514273054,0.028972485661506654,
cnn,k5,r4,0.8,0,train,0.6373630819705387,0.4032561563204793,0.0121533814817667,24.0
cnn,k5,r4,0.8,0,test,-0.007112892952105035,-0.3798009177883739,0.026901499181985856,
cnn,k5,r4,0.6,0,train,0.26715809655683626,0.06566174211923459,0.018911829895593903,13.0
cnn,k5,r4,0.6,0,test,0.0010411264668187883,-0.04110050000169263,0.020334798097610473,
cnn,k5,r4,0.4,0,train,0.26962138645701306,0.05359408338552729,0.019166053272783756,12.0
cnn,k5,r4,0.4,0,test,-0.007843952235551092,-0.06063982014259639,0.02075659707188606,
cnn,k5,r4,0.2,0,train,0.20981777477813515,0.04241784207714161,0.01964448532089591,10.0
cnn,k5,r4,0.2,0,test,0.007636213488475353,-0.03109819275039505,0.02017949931323528,
cnn,k5,r0,1.0,0,train,0.6473812664946158,0.4153100355291309,0.011405195697749915,26.0
cnn,k5,r0,1.0,0,test,-0.004111062862848484,-0.3749638335415091,0.026138290390372278,
cnn,k5,r0,0.8,0,train,0.4065836078196377,0.16214954402521087,0.01641061094899972,17.0
cnn,k5,r0,0.8,0,test,0.007542715662683522,-0.10786559239520566,0.021110990643501283,
cnn,k5,r0,0.6,0,train,0.22333735726687043,0.045166580545252355,0.01870393211191351,12.0
cnn,k5,r0,0.6,0,test,0.007984579799839369,-0.03408226352736077,0.019688955694437026,
cnn,k5,r0,0.4,0,train,0.33356055027564135,0.10150565340167894,0.017636887729167938,14.0
cnn,k5,r0,0.4,0,test,0.0011940493296625837,-0.06401583364703911,0.020259564742445946,
cnn,k5,r0,0.2,0,train,0.23988324469743652,0.05169762705958514,0.018641812726855278,10.0
cnn,k5,r0,0.2,0,test,0.0021556296682383055,-0.027360692390736352,0.019570814073085786,
cnn,k5,r7,1.0,0,train,0.5848368610476063,0.3404936559987096,0.013269801379034394,23.0
cnn,k5,r7,1.0,0,test,0.01170590152393515,-0.27076281215888254,0.025009021162986755,
cnn,k5,r7,0.8,0,train,0.37285918202265406,0.13459527846511354,0.017447437594334283,17.0
cnn,k5,r7,0.8,0,test,-0.0018905883757016355,-0.10007139361208628,0.02164056822657585,
cnn,k5,r7,0.6,0,train,0.28103276331057825,0.07372419219388471,0.018665886060758072,13.0
cnn,k5,r7,0.6,0,test,0.018807595270740805,-0.03699243192142765,0.020415163412690163,
cnn,k5,r7,0.4,0,train,0.11696646271269728,0.007866156979772887,0.019913122290745378,9.0
cnn,k5,r7,0.4,0,test,0.005378462731501142,-0.03491758197637518,0.020355421304702758,
cnn,k5,r7,0.2,0,train,0.29938652404071847,0.08524127730644016,0.01803211634978652,12.0
cnn,k5,r7,0.2,0,test,0.024801491633034727,-0.043213114095048466,0.020541796833276747,
gb,k0,r2,1.0,0,train,0.9999993568487202,0.9999950873431045,1.0395010674672436e-07,
gb,k0,r2,1.0,0,test,0.9999993550275451,0.9999950539745819,1.0589033398772979e-07,
gb,k0,r2,0.8,0,train,0.9999993335093125,0.9999948596556356,1.0798647836431277e-07,
gb,k0,r2,0.8,0,test,0.9999993400815409,0.9999948451806305,1.1036044066250809e-07,
gb,k0,r2,0.6,0,train,0.9999993990780524,0.9999953656794812,9.793355033606048e-08,
gb,k0,r2,0.6,0,test,0.9999993990898202,0.9999953508777538,9.953388140533036e-08,
gb,k0,r2,0.4,0,train,0.9999993344894896,0.9999950670332151,1.0374885305258487e-07,
gb,k0,r2,0.4,0,test,0.9999993424429547,0.9999950684204241,1.0558106039462479e-07,
gb,k0,r2,0.2,0,train,0.9999991825951732,0.9999941241763092,1.2226879764005555e-07,
gb,k0,r2,0.2,0,test,0.9999991977517505,0.9999940852213226,1.266305440556725e-07,
gb,k0,r4,1.0,0,train,0.9999993921219437,0.9999957797326758,8.893071444097878e-08,
gb,k0,r4,1.0,0,test,0.9999993836738434,0.9999955706731615,9.259361317776584e-08,
gb,k0,r4,0.8,0,train,0.9999994409484633,0.9999961023676914,8.236108780780955e-08,
gb,k0,r4,0.8,0,test,0.9999994331218439,0.9999959422275242,8.482639206427937e-08,
gb,k0,r4,0.6,0,train,0.9999994511235233,0.9999960736431036,8.348929874011248e-08,
gb,k0,r4,0.6,0,test,0.9999994325609312,0.9999958744058836,8.624418103982513e-08,
gb,k0,r4,0.4,0,train,0.9999993945669455,0.9999960282566069,8.459729897104218e-08,
gb,k0,r4,0.4,0,test,0.9999993670437558,0.9999958023978781,8.774948458606633e-08,
gb,k0,r4,0.2,0,train,0.9999994063487915,0.9999960407779566,8.522849141207447e-08,
gb,k0,r4,0.2,0,test,0.9999993659383168,0.9999957378205836,8.909945157922964e-08,
gb,k0,r0,1.0,0,train,0.9999995230926474,0.9999971130859874,6.447964321084828e-08,
gb,k0,r0,1.0,0,test,0.9999995389586392,0.9999971505893294,6.560335758430464e-08,
gb,k0,r0,0.8,0,train,0.9999995062115674,0.9999970954095488,6.497825605981473e-08,
gb,k0,r0,0.8,0,test,0.9999995233716048,0.9999971339406368,6.598666847126186e-08,
gb,k0,r0,0.6,0,train,0.9999995372237761,0.999997179074355,6.323028219240356e-08,
gb,k0,r0,0.6,0,test,0.999999551571553,0.9999972102787811,6.422909852008344e-08,
gb,k0,r0,0.4,0,train,0.9999995550673322,0.9999973629163498,5.922312567097709e-08,
gb,k0,r0,0.4,0,test,0.999999572069001,0.999997396335972,5.99454139859634e-08,
gb,k0,r0,0.2,0,train,0.999999504245938,0.9999969004487039,6.865574699456619e-08,
gb,k0,r0,0.2,0,test,0.9999995348241061,0.9999969434371906,7.037272129126227e-08,
gb,k0,r7,1.0,0,train,0.9999996127185886,0.9999976407134074,5.420577893316277e-08,
gb,k0,r7,1.0,0,test,0.999999608374675,0.999997629092326,5.3269680754113404e-08,
gb,k0,r7,0.8,0,train,0.9999996026951783,0.9999975912389916,5.505835907215035e-08,
gb,k0,r7,0.8,0,test,0.9999996029015036,0.9999975969741127,5.399131449131453e-08,
gb,k0,r7,0.6,0,train,0.999999601829746,0.9999976037874269,5.4791109061605734e-08,
gb,k0,r7,0.6,0,test,0.9999996045960654,0.9999976078238916,5.374754107956278e-08,
gb,k0,r7,0.4,0,train,0.9999995448450136,0.9999973499629728,6.050496080271381e-08,
gb,k0,r7,0.4,0,test,0.9999995416496841,0.9999973318669985,5.994775535090262e-08,
gb,k0,r7,0.2,0,train,0.9999995540502525,0.9999974968132285,5.765710792675347e-08,
gb,k0,r7,0.2,0,test,0.9999995473189476,0.9999974606824479,5.7053522927439604e-08,
gb,k1,r2,1.0,0,train,0.9999261840745941,0.9998523561067708,3.117869988724615e-06,
gb,k1,r2,1.0,0,test,0.9996614917397936,0.9993193601624921,1.4364004629066275e-05,
gb,k1,r2,0.8,0,train,0.9999119893301489,0.9998239568780958,3.7319744681381936e-06,
gb,k1,r2,0.8,0,test,0.9995625444648709,0.9991216062118943,1.8537340518725317e-05,
gb,k1,r2,0.6,0,train,0.9999123904704381,0.9998247696072926,3.700490112350745e-06,
gb,k1,r2,0.6,0,test,0.9993448083105497,0.998676802831899,2.7924328257600676e-05,
gb,k1,r2,0.4,0,train,0.9999172435877401,0.9998344748191772,3.5130085592840465e-06,
gb,k1,r2,0.4,0,test,0.998938081935048,0.9978516374447645,4.533835368982148e-05,
gb,k1,r2,0.2,0,train,0.9999596599435029,0.9999193206325231,1.6831062081621216e-06,
gb,k1,r2,0.2,0,test,0.9970337621877798,0.9939115780028369,0.000128488103298751,
gb,k1,r4,1.0,0,train,0.9998882695783937,0.9997765089236053,5.115986121544424e-06,
gb,k1,r4,1.0,0,test,0.9995601616133386,0.9991170915852611,2.012576416826039e-05,
gb,k1,r4,0.8,0,train,0.9998788430987711,0.9997576559695227,5.553017053895677e-06,
gb,k1,r4,0.8,0,test,0.9994035129580995,0.9988026258698481,2.72939627285548e-05,
gb,k1,r4,0.6,0,train,0.9998955725220087,0.9997911328138551,4.796326402473049e-06,
gb,k1,r4,0.6,0,test,0.9993806482039405,0.998753428061052,2.8415419360859262e-05,
gb,k1,r4,0.4,0,train,0.9999079176730143,0.9998158203405563,4.179974159098695e-06,
gb,k1,r4,0.4,0,test,0.9988906123341016,0.9977528333806274,5.1223824207920386e-05,
gb,k1,r4,0.2,0,train,0.9999535140774697,0.9999070287156426,2.1031788707152522e-06,
gb,k1,r4,0.2,0,test,0.9968411763581394,0.9934960658782087,0.00014825619748994905,
gb,k1,r0,1.0,0,train,0.9998788875926546,0.9997577477467398,4.850252390511739e-06,
gb,k1,r0,1.0,0,test,0.9995265360610863,0.9990468349270247,1.9307196596728758e-05,
gb,k1,r0,0.8,0,train,0.9998995906366002,0.9997991593299371,4.026757885220433e-06,
gb,k1,r0,0.8,0,test,0.9994998757597208,0.9989941182213647,2.037501981955341e-05,
gb,k1,r0,0.6,0,train,0.999893752431752,0.9997874804678165,4.3086006212099136e-06,
gb,k1,r0,0.6,0,test,0.9992377339211598,0.9984655540247133,3.108155234795124e-05,
gb,k1,r0,0.4,0,train,0.9999094236101077,0.9998188350102157,3.6548588519763248e-06,
gb,k1,r0,0.4,0,test,0.9988315495783452,0.997635368044419,4.789769929651372e-05,
gb,k1,r0,0.2,0,train,0.9999525996649281,0.9999051990348694,1.8652651324048367e-06,
gb,k1,r0,0.2,0,test,0.9966156967433106,0.9930662000265333,0.00014045021481141258,
gb,k1,r7,1.0,0,train,0.9999321440231259,0.9998642786845444,3.324884716267347e-06,
gb,k1,r7,1.0,0,test,0.9997023642378888,0.9994016172511041,1.4388437665381731e-05,
gb,k1,r7,0.8,0,train,0.9999318305630158,0.9998636521563965,3.345793535697168e-06,
gb,k1,r7,0.8,0,test,0.9996625476562229,0.9993221849305297,1.629843088512159e-05,
gb,k1,r7,0.6,0,train,0.9999212945455195,0.9998425723988796,3.837764252500839e-06,
gb,k1,r7,0.6,0,test,0.9994801199187441,0.9989521775820192,2.5195458213532972e-05,
gb,k1,r7,0.4,0,train,0.999921288809219,0.9998425710074591,3.811992958664235e-06,
gb,k1,r7,0.4,0,test,0.9990081549140112,0.998000144801152,4.80876026615183e-05,
gb,k1,r7,0.2,0,train,0.9999557735112726,0.9999115482082729,2.0999683696301914e-06,
gb,k1,r7,0.2,0,test,0.9969732084581677,0.9937896532639712,0.00014933115477782548,
gb,k2,r2,1.0,0,train,0.9985787321650135,0.9971449244463412,5.198801237293319e-05,
gb,k2,r2,1.0,0,test,0.9964892657978199,0.9925707682864539,0.00013446569512915723,
gb,k2,r2,0.8,0,train,0.9985735244628298,0.9971330651753434,5.2287632500443645e-05,
gb,k2,r2,0.8,0,test,0.9959668276375299,0.9914210409616923,0.00015527523370515242,
gb,k2,r2,0.6,0,train,0.9985838925567732,0.9971519484984285,5.2085377182411064e-05,
gb,k2,r2,0.6,0,test,0.9948964895638995,0.9889888282606637,0.00019929717085236104,
gb,k2,r2,0.4,0,train,0.9985998703260346,0.9971789422560918,5.149833042830166e-05,
gb,k2,r2,0.4,0,test,0.9924039127519545,0.9833044556459467,0.0003021817145686865,
gb,k2,r2,0.2,0,train,0.9989227944035983,0.9978184680676102,3.982240512387965e-05,
gb,k2,r2,0.2,0,test,0.9775566131422029,0.9510740131549056,0.0008855379781747768,
gb,k2,r4,1.0,0,train,0.9987267157135444,0.9974434163527577,5.2028181951696904e-05,
gb,k2,r4,1.0,0,test,0.9968437516827025,0.993316583601237,0.00013264134075954603,
gb,k2,r4,0.8,0,train,0.9986663876854751,0.9973223861885809,5.457280637958541e-05,
gb,k2,r4,0.8,0,test,0.9959817214396341,0.9915498387864181,0.0001677047554917089,
