model,landscape,replicate,train distance,cv_fold,data_split,pearson_r,r2,mse_loss,train_epochs
mlp,gb1,r0,train distance 3,0,test_dist4,0.7570326165440647,0.35485732001698067,0.12427053165932496,
mlp,gb1,r0,train distance 4,0,train,0.9465788579512115,0.8936306856345647,0.01626998010107269,1.0
mlp,gb1,r0,train distance 4,0,test_dist1,0.6853974813057402,-1.031963612846249,9.600422345101833e-06,
mlp,gb1,r0,train distance 4,0,test_dist2,0.9544406684382781,0.9057123967638905,0.0012923082103952765,
mlp,gb1,r0,train distance 4,0,test_dist3,0.9488452085064647,0.8927258728523187,0.00925869820639491,
mlp,gb1,r0,train distance 4,0,test_dist4,0.9455337167621841,0.8929644673519638,0.02068968676030636,
rf,gb1,r0,train distance 1,0,train,0.9947034264153708,0.8559796462791448,2.5377279017789706e-06,
rf,gb1,r0,train distance 1,0,test_dist1,0.12258715568536736,-0.1433054949069965,5.401777266651172e-06,
rf,gb1,r0,train distance 1,0,test_dist2,0.22271456828133482,1.5091456516791446e-05,0.013705819337765749,
rf,gb1,r0,train distance 1,0,test_dist3,0.20106910746632556,-0.01656972308808702,0.08402941879554979,
rf,gb1,r0,train distance 1,0,test_dist4,0.17191464257865965,-0.04013425224072553,0.200537945090431,
rf,gb1,r0,train distance 2,0,train,0.9893798970873212,0.8725659134123092,0.0006473986161620198,
rf,gb1,r0,train distance 2,0,test_dist1,0.8523307371361633,0.4994773777609468,2.364820019058411e-06,
rf,gb1,r0,train distance 2,0,test_dist2,0.23501913317384554,0.0455273457755655,0.013082027188482321,
rf,gb1,r0,train distance 2,0,test_dist3,0.3211786221846655,0.07875266372861489,0.0761500922914316,
rf,gb1,r0,train distance 2,0,test_dist4,0.3881051253939922,0.04454752008600582,0.1842112943985276,
rf,gb1,r0,train distance 3,0,train,0.9812397168145247,0.9263411124030567,0.005531174357886024,
rf,gb1,r0,train distance 3,0,test_dist1,0.8812033754827472,0.6097506209831709,1.8438118536894856e-06,
rf,gb1,r0,train distance 3,0,test_dist2,0.9576700896364833,0.8448499398844056,0.002126490786031062,
rf,gb1,r0,train distance 3,0,test_dist3,0.7021921497418504,0.4855264242826297,0.042526267083652744,
rf,gb1,r0,train distance 3,0,test_dist4,0.8112144503642296,0.5166470201786013,0.09319048297650573,
rf,gb1,r0,train distance 4,0,train,0.9856948775125197,0.9620098768406475,0.005797300075895067,
rf,gb1,r0,train distance 4,0,test_dist1,0.864847197857118,0.5939800340313925,1.918323170618643e-06,
rf,gb1,r0,train distance 4,0,test_dist2,0.9806344109277072,0.8654717722648239,0.0018438474115111663,
rf,gb1,r0,train distance 4,0,test_dist3,0.9133560481906591,0.8061354368672909,0.016024800065467946,
rf,gb1,r0,train distance 4,0,test_dist4,0.8950468851591389,0.7918146851393804,0.040138140966144,
transformer,gb1,r0,train distance 1,0,train,-0.05437396612022728,-7172.230488333899,0.1263967603445053,1.0
transformer,gb1,r0,train distance 1,0,test_dist1,0.19354556118748434,-26806.954744240757,0.1266596019268036,
transformer,gb1,r0,train distance 1,0,test_dist2,0.06672075867083316,-9.616919921367053,0.1455157846212387,
