model,landscape,replicate,fixed_site,data_split,pearson_r,r2,mse_loss,train_epochs
mlp,k0,r4,0,F,0.9999373956006828,0.9998608231544496,2.504270696590538e-06,
mlp,k0,r4,1,train,0.999965892006364,0.9999018311500548,2.046856001183378e-06,
mlp,k0,r4,1,E,0.9999729929478128,0.9999321699142456,1.1450423471615068e-06,
mlp,k0,r4,1,D,0.9999732538551874,0.9998322129249572,2.7601697638601763e-06,
mlp,k0,r4,1,G,0.9999734320213364,0.9998610019683838,2.217439941887278e-06,
mlp,k0,r4,1,C,0.999971183237442,0.9997814297676086,3.792109737332794e-06,
mlp,k0,r4,1,F,0.9999780495584956,0.9999465942382812,9.856943279373809e-07,
mlp,k0,r4,2,train,0.9998593026716536,0.9995290637016296,9.726819251610371e-06,
mlp,k0,r4,2,E,0.9998749842410076,0.9995279908180236,8.742661520955153e-06,
mlp,k0,r4,2,D,0.9998912466547272,0.9997785091400146,4.084284682903672e-06,
mlp,k0,r4,2,G,0.9998736277450376,0.9995579719543456,8.016659194254316e-06,
mlp,k0,r4,2,C,0.9998584506049076,0.9991996884346008,1.4887688848830294e-05,
mlp,k0,r4,2,F,0.9997966984271512,0.9993478655815125,1.2629691809706856e-05,
mlp,k0,r4,3,train,0.9999840328618697,0.9999641180038452,7.475952627014761e-07,
mlp,k0,r4,3,E,0.999985771357117,0.999967396259308,6.030161898706865e-07,
mlp,k0,r4,3,D,0.99998751843261,0.9999690055847168,5.363531272450928e-07,
mlp,k0,r4,3,G,0.9999866658675156,0.9999532103538512,8.613099566900928e-07,
mlp,k0,r4,3,C,0.9999848170301272,0.999959409236908,6.944159167687758e-07,
mlp,k0,r4,3,F,0.9999786095659444,0.9999225735664368,1.3869891972717596e-06,
mlp,k0,r4,4,train,0.9999463590638958,0.9998544454574584,3.0444809968493677e-06,
mlp,k0,r4,4,E,0.9999440659626074,0.9998008012771606,3.314005425636424e-06,
mlp,k0,r4,4,D,0.9999393164216752,0.9998173117637634,2.9079442356305663e-06,
mlp,k0,r4,4,G,0.9999368123751282,0.999685525894165,5.258998953650007e-06,
mlp,k0,r4,4,C,0.9999164602491556,0.9997937083244324,3.4524259717727546e-06,
mlp,k0,r4,4,F,0.9999490641822184,0.9998621344566344,2.29138072427304e-06,
mlp,k0,r4,5,train,0.9999341365725696,0.999800145626068,4.150704853600473e-06,
mlp,k0,r4,5,E,0.9999228053848574,0.9997482895851136,4.290985089028254e-06,
mlp,k0,r4,5,D,0.999908278221983,0.9997777342796326,3.788841013374622e-06,
mlp,k0,r4,5,G,0.999931980862302,0.9997605085372924,4.022421308036428e-06,
mlp,k0,r4,5,C,0.9999228517409886,0.9997277855873108,4.93627339892555e-06,
mlp,k0,r4,5,F,0.9999260560092456,0.999783456325531,3.759093260669033e-06,
mlp,k1,r0,0,train,0.9997546795798146,0.9995042681694032,9.854664552365552e-06,
mlp,k1,r0,0,E,0.9997229624177676,0.9994434118270874,8.940511179389432e-06,
mlp,k1,r0,0,D,0.9997483918483708,0.99946790933609,1.2671052900259385e-05,
mlp,k1,r0,0,G,0.9997912398587956,0.999563992023468,9.670589861343616e-06,
mlp,k1,r0,0,C,0.999736545934688,0.999466598033905,9.426597898709588e-06,
mlp,k1,r0,0,F,0.999748785059524,0.9994670152664183,1.140476524597034e-05,
mlp,k1,r0,1,train,0.999662237702396,0.9993063807487488,1.3954250598065925e-05,
mlp,k1,r0,1,E,0.9995902411760206,0.9990317225456238,1.4074104001338128e-05,
mlp,k1,r0,1,D,0.9995658494437514,0.9990367889404296,1.217000408360036e-05,
mlp,k1,r0,1,G,0.9995443417755592,0.9990354776382446,1.3201542060414797e-05,
mlp,k1,r0,1,C,0.9997583283316024,0.9993205070495604,1.6946847608778626e-05,
mlp,k1,r0,1,F,0.9997132321267408,0.9993744492530824,1.6017720554373227e-05,
mlp,k1,r0,2,train,0.9996545760737776,0.9993022680282592,1.4066191493168989e-05,
mlp,k1,r0,2,E,0.9996379685255016,0.9991846084594728,1.4540831216436343e-05,
mlp,k1,r0,2,D,0.9996047996220988,0.9991443753242492,1.428871928510489e-05,
mlp,k1,r0,2,G,0.9997338521279704,0.9994669556617736,1.1672412256302778e-05,
mlp,k1,r0,2,C,0.9995321297673646,0.9990550875663756,1.6266856619040482e-05,
mlp,k1,r0,2,F,0.9995748344079552,0.9990870356559752,1.584415258548688e-05,
mlp,k1,r0,3,train,0.99958981340273,0.9991739988327026,1.6366502198874705e-05,
mlp,k1,r0,3,E,0.9993574405316252,0.9986109137535096,1.944629730132874e-05,
mlp,k1,r0,3,D,0.9996644726872702,0.9992200136184692,1.477522891946137e-05,
mlp,k1,r0,3,G,0.9996379997487572,0.9991468191146852,1.8666143660084344e-05,
mlp,k1,r0,3,C,0.9995760011617572,0.9991419911384584,1.6756544937379658e-05,
